r_over_L,torus_deltaV_over_Q2,infinite_plane_deltaV_over_Q2
3.8200000000000001e-01,2.8602020312490350e-01,3.2497707064154380e-01
3.8300000000000001e-01,2.8621075190884238e-01,3.2538617172119205e-01
3.8400000000000001e-01,2.8639954236009052e-01,3.2579424175027866e-01
3.8500000000000001e-01,2.8658657822034284e-01,3.2620128582053232e-01
3.8600000000000001e-01,2.8677186318841552e-01,3.2660730898678403e-01
3.8700000000000001e-01,2.8695540092056943e-01,3.2701231626731531e-01
3.8800000000000001e-01,2.8713719503082935e-01,3.2741631264420207e-01
3.8900000000000001e-01,2.8731724909129158e-01,3.2781930306365425e-01
3.9000000000000001e-01,2.8749556663242337e-01,3.2822129243635234e-01
3.9100000000000001e-01,2.8767215114335348e-01,3.2862228563777940e-01
3.9200000000000002e-01,2.8784700607215230e-01,3.2902228750854967e-01
3.9300000000000002e-01,2.8802013482610772e-01,3.2942130285473314e-01
3.9400000000000002e-01,2.8819154077199582e-01,3.2981933644817696e-01
3.9500000000000002e-01,2.8836122723634960e-01,3.3021639302682243e-01
3.9600000000000002e-01,2.8852919750572742e-01,3.3061247729501930e-01
3.9700000000000002e-01,2.8869545482698472e-01,3.3100759392383605e-01
3.9800000000000002e-01,2.8886000240754217e-01,3.3140174755136620e-01
3.9900000000000002e-01,2.8902284341566170e-01,3.3179494278303245e-01
4.0000000000000002e-01,2.8918398098071540e-01,3.3218718419188620e-01
4.0100000000000002e-01,2.8934341819345832e-01,3.3257847631890441e-01
4.0200000000000002e-01,2.8950115810629046e-01,3.3296882367328273e-01
4.0300000000000002e-01,2.8965720373351705e-01,3.3335823073272564e-01
4.0400000000000003e-01,2.8981155805159736e-01,3.3374670194373340e-01
4.0500000000000003e-01,2.8996422399938804e-01,3.3413424172188561e-01
4.0600000000000003e-01,2.9011520447837313e-01,3.3452085445212165e-01
4.0699999999999997e-01,2.9026450235289114e-01,3.3490654448901824e-01
4.0799999999999997e-01,2.9041212045035275e-01,3.3529131615706359e-01
4.0899999999999997e-01,2.9055806156145747e-01,3.3567517375092892e-01
4.0999999999999998e-01,2.9070232844040683e-01,3.3605812153573661e-01
4.1099999999999998e-01,2.9084492380511950e-01,3.3644016374732560e-01
4.1199999999999998e-01,2.9098585033744662e-01,3.3682130459251414e-01
4.1299999999999998e-01,2.9112511068339131e-01,3.3720154824935900e-01
4.1399999999999998e-01,2.9126270745332639e-01,3.3758089886741260e-01
4.1499999999999998e-01,2.9139864322221626e-01,3.3795936056797665e-01
4.1599999999999998e-01,2.9153292052983265e-01,3.3833693744435361e-01
4.1699999999999998e-01,2.9166554188097116e-01,3.3871363356209516e-01
4.1799999999999998e-01,2.9179650974565502e-01,3.3908945295924786e-01
4.1899999999999998e-01,2.9192582655934124e-01,3.3946439964659625e-01
4.1999999999999998e-01,2.9205349472310593e-01,3.3983847760790364e-01
4.2099999999999999e-01,2.9217951660383229e-01,3.4021169080014974e-01
4.2199999999999999e-01,2.9230389453438799e-01,3.4058404315376600e-01
4.2299999999999999e-01,2.9242663081379305e-01,3.4095553857286875e-01
4.2399999999999999e-01,2.9254772770739024e-01,3.4132618093548911e-01
4.2499999999999999e-01,2.9266718744701214e-01,3.4169597409380126e-01
4.2599999999999999e-01,2.9278501223114795e-01,3.4206492187434745e-01
4.2699999999999999e-01,2.9290120422511390e-01,3.4243302807826148e-01
4.2799999999999999e-01,2.9301576556122627e-01,3.4280029648148902e-01
4.2899999999999999e-01,2.9312869833897354e-01,3.4316673083500598e-01
4.2999999999999999e-01,2.9324000462519334e-01,3.4353233486503465e-01
4.3099999999999999e-01,2.9334968645424409e-01,3.4389711227325725e-01
4.3200000000000000e-01,2.9345774582817569e-01,3.4426106673702750e-01
4.3300000000000000e-01,2.9356418471689216e-01,3.4462420190957965e-01
4.3400000000000000e-01,2.9366900505831062e-01,3.4498652142023578e-01
4.3500000000000000e-01,2.9377220875850923e-01,3.4534802887461047e-01
4.3600000000000000e-01,2.9387379769186844e-01,3.4570872785481344e-01
4.3700000000000000e-01,2.9397377370120736e-01,3.4606862191965027e-01
4.3800000000000000e-01,2.9407213859791120e-01,3.4642771460482086e-01
4.3900000000000000e-01,2.9416889416205932e-01,3.4678600942311577e-01
4.4000000000000000e-01,2.9426404214255136e-01,3.4714350986461051e-01
4.4100000000000000e-01,2.9435758425723357e-01,3.4750021939685816e-01
4.4200000000000000e-01,2.9444952219302906e-01,3.4785614146507937e-01
4.4300000000000000e-01,2.9453985760606854e-01,3.4821127949235092e-01
4.4400000000000001e-01,2.9462859212182596e-01,3.4856563687979231e-01
4.4500000000000001e-01,2.9471572733525231e-01,3.4891921700674994e-01
4.4600000000000001e-01,2.9480126481091057e-01,3.4927202323097978e-01
4.4700000000000001e-01,2.9488520608310553e-01,3.4962405888882842e-01
4.4800000000000001e-01,2.9496755265601032e-01,3.4997532729541159e-01
4.4900000000000001e-01,2.9504830600378468e-01,3.5032583174479132e-01
4.5000000000000001e-01,2.9512746757068614e-01,3.5067557551015105e-01
4.5100000000000001e-01,2.9520503877117493e-01,3.5102456184396935e-01
4.5200000000000001e-01,2.9528102099001008e-01,3.5137279397819154e-01
4.5300000000000001e-01,2.9535541558234346e-01,3.5172027512439924e-01
4.5400000000000001e-01,2.9542822387380802e-01,3.5206700847397893e-01
4.5500000000000002e-01,2.9549944716060883e-01,3.5241299719828861e-01
4.5600000000000002e-01,2.9556908670961307e-01,3.5275824444882192e-01
4.5700000000000002e-01,2.9563714375844341e-01,3.5310275335737229e-01
4.5800000000000002e-01,2.9570361951557300e-01,3.5344652703619339e-01
4.5900000000000002e-01,2.9576851516042563e-01,3.5378956857815991e-01
4.6000000000000002e-01,2.9583183184347317e-01,3.5413188105692511e-01
4.6100000000000002e-01,2.9589357068633593e-01,3.5447346752707826e-01
4.6200000000000002e-01,2.9595373278187737e-01,3.5481433102429905e-01
4.6300000000000002e-01,2.9601231919429571e-01,3.5515447456551136e-01
4.6400000000000002e-01,2.9606933095920723e-01,3.5549390114903573e-01
4.6500000000000002e-01,2.9612476908372476e-01,3.5583261375473929e-01
4.6600000000000003e-01,2.9617863454652571e-01,3.5617061534418520e-01
4.6700000000000003e-01,2.9623092829791831e-01,3.5650790886077999e-01
4.6800000000000003e-01,2.9628165125989803e-01,3.5684449722991962e-01
4.6899999999999997e-01,2.9633080432620562e-01,3.5718038335913443e-01
4.6999999999999997e-01,2.9637838836238239e-01,3.5751557013823210e-01
4.7099999999999997e-01,2.9642440420582772e-01,3.5785006043943923e-01
4.7199999999999998e-01,2.9646885266585843e-01,3.5818385711754247e-01
4.7299999999999998e-01,2.9651173452377305e-01,3.5851696301002672e-01
4.7399999999999998e-01,2.9655305053291603e-01,3.5884938093721358e-01
4.7499999999999998e-01,2.9659280141874556e-01,3.5918111370239686e-01
4.7599999999999998e-01,2.9663098787889863e-01,3.5951216409197839e-01
4.7699999999999998e-01,2.9666761058325447e-01,3.5984253487560114e-01
4.7799999999999998e-01,2.9670267017399532e-01,3.6017222880628180e-01
4.7899999999999998e-01,2.9673616726565566e-01,3.6050124862054189e-01
4.7999999999999998e-01,2.9676810244516960e-01,3.6082959703853756e-01
4.8099999999999998e-01,2.9679847627190903e-01,3.6115727676418813e-01
4.8199999999999998e-01,2.9682728927771457e-01,3.6148429048530334e-01
4.8299999999999998e-01,2.9685454196692473e-01,3.6181064087370973e-01
4.8399999999999999e-01,2.9688023481639964e-01,3.6213633058537520e-01
4.8499999999999999e-01,2.9690436827554567e-01,3.6246136226053272e-01
4.8599999999999999e-01,2.9692694276634207e-01,3.6278573852380308e-01
4.8699999999999999e-01,2.9694795868337065e-01,3.6310946198431610e-01
4.8799999999999999e-01,2.9696741639384416e-01,3.6343253523583058e-01
4.8899999999999999e-01,2.9698531623764562e-01,3.6375496085685355e-01
4.8999999999999999e-01,2.9700165852735866e-01,3.6407674141075819e-01
4.9099999999999999e-01,2.9701644354830808e-01,3.6439787944590019e-01
4.9199999999999999e-01,2.9702967155858834e-01,3.6471837749573410e-01
4.9299999999999999e-01,2.9704134278909466e-01,3.6503823807892721e-01
4.9399999999999999e-01,2.9705145744354311e-01,3.6535746369947320e-01
4.9500000000000000e-01,2.9706001569848733e-01,3.6567605684680488e-01
4.9600000000000000e-01,2.9706701770332367e-01,3.6599401999590514e-01
4.9700000000000000e-01,2.9707246358029682e-01,3.6631135560741734e-01
4.9800000000000000e-01,2.9707635342449340e-01,3.6662806612775473e-01
4.9900000000000000e-01,2.9707868730383957e-01,3.6694415398920838e-01
5.0000000000000000e-01,2.9707946525909251e-01,3.6725962161005465e-01
