r_over_L,torus_deltaV_over_Q2,infinite_plane_deltaV_over_Q2
3.8600000000000001e-01,1.8100207412793046e-01,2.2013467822730623e-01
3.8700000000000001e-01,1.8117130729760683e-01,2.2052062716199416e-01
3.8800000000000001e-01,1.8133896246109990e-01,2.2090570463804193e-01
3.8900000000000001e-01,1.8150504200572551e-01,2.2128991426321445e-01
3.9000000000000001e-01,1.8166954829414472e-01,2.2167325962553899e-01
3.9100000000000001e-01,1.8183248366445123e-01,2.2205574429341782e-01
3.9200000000000002e-01,1.8199385043025773e-01,2.2243737181574044e-01
3.9300000000000002e-01,1.8215365088078131e-01,2.2281814572199560e-01
3.9400000000000002e-01,1.8231188728092948e-01,2.2319806952238297e-01
3.9500000000000002e-01,1.8246856187138488e-01,2.2357714670792450e-01
3.9600000000000002e-01,1.8262367686868999e-01,2.2395538075057533e-01
3.9700000000000002e-01,1.8277723446533128e-01,2.2433277510333482e-01
3.9800000000000002e-01,1.8292923682982312e-01,2.2470933320035655e-01
3.9900000000000002e-01,1.8307968610679076e-01,2.2508505845705853e-01
4.0000000000000002e-01,1.8322858441705345e-01,2.2545995427023280e-01
4.0100000000000002e-01,1.8337593385770681e-01,2.2583402401815456e-01
4.0200000000000002e-01,1.8352173650220457e-01,2.2620727106069133e-01
4.0300000000000002e-01,1.8366599440044004e-01,2.2657969873941117e-01
4.0400000000000003e-01,1.8380870957882689e-01,2.2695131037769081e-01
4.0500000000000003e-01,1.8394988404037937e-01,2.2732210928082347e-01
4.0600000000000003e-01,1.8408951976479146e-01,2.2769209873612595e-01
4.0699999999999997e-01,1.8422761870851653e-01,2.2806128201304571e-01
4.0799999999999997e-01,1.8436418280484446e-01,2.2842966236326692e-01
4.0899999999999997e-01,1.8449921396398000e-01,2.2879724302081692e-01
4.0999999999999998e-01,1.8463271407311829e-01,2.2916402720217119e-01
4.1099999999999998e-01,1.8476468499652166e-01,2.2953001810635901e-01
4.1199999999999998e-01,1.8489512857559359e-01,2.2989521891506773e-01
4.1299999999999998e-01,1.8502404662895336e-01,2.3025963279274717e-01
4.1399999999999998e-01,1.8515144095250902e-01,2.3062326288671306e-01
4.1499999999999998e-01,1.8527731331952971e-01,2.3098611232725075e-01
4.1599999999999998e-01,1.8540166548071713e-01,2.3134818422771755e-01
4.1699999999999998e-01,1.8552449916427613e-01,2.3170948168464542e-01
4.1799999999999998e-01,1.8564581607598435e-01,2.3207000777784242e-01
4.1899999999999998e-01,1.8576561789926122e-01,2.3242976557049447e-01
4.1999999999999998e-01,1.8588390629523621e-01,2.3278875810926594e-01
4.2099999999999999e-01,1.8600068290281632e-01,2.3314698842440018e-01
4.2199999999999999e-01,1.8611594933875231e-01,2.3350445952981932e-01
4.2299999999999999e-01,1.8622970719770507e-01,2.3386117442322377e-01
4.2399999999999999e-01,1.8634195805231074e-01,2.3421713608619099e-01
4.2499999999999999e-01,1.8645270345324527e-01,2.3457234748427405e-01
4.2599999999999999e-01,1.8656194492928838e-01,2.3492681156709935e-01
4.2699999999999999e-01,1.8666968398738668e-01,2.3528053126846421e-01
4.2799999999999999e-01,1.8677592211271651e-01,2.3563350950643358e-01
4.2899999999999999e-01,1.8688066076874629e-01,2.3598574918343665e-01
4.2999999999999999e-01,1.8698390139729687e-01,2.3633725318636248e-01
4.3099999999999999e-01,1.8708564541860329e-01,2.3668802438665554e-01
4.3200000000000000e-01,1.8718589423137413e-01,2.3703806564041052e-01
4.3300000000000000e-01,1.8728464921285090e-01,2.3738737978846666e-01
4.3400000000000000e-01,1.8738191171886714e-01,2.3773596965650159e-01
4.3500000000000000e-01,1.8747768308390511e-01,2.3808383805512459e-01
4.3600000000000000e-01,1.8757196462115383e-01,2.3843098777996966e-01
4.3700000000000000e-01,1.8766475762256415e-01,2.3877742161178736e-01
4.3800000000000000e-01,1.8775606335890541e-01,2.3912314231653706e-01
4.3900000000000000e-01,1.8784588307981798e-01,2.3946815264547769e-01
4.4000000000000000e-01,1.8793421801386831e-01,2.3981245533525913e-01
4.4100000000000000e-01,1.8802106936860050e-01,2.4015605310801180e-01
4.4200000000000000e-01,1.8810643833058774e-01,2.4049894867143670e-01
4.4300000000000000e-01,1.8819032606548344e-01,2.4084114471889462e-01
4.4400000000000001e-01,1.8827273371807043e-01,2.4118264392949471e-01
4.4500000000000001e-01,1.8835366241230928e-01,2.4152344896818267e-01
4.4600000000000001e-01,1.8843311325138640e-01,2.4186356248582844e-01
4.4700000000000001e-01,1.8851108731776078e-01,2.4220298711931329e-01
4.4800000000000001e-01,1.8858758567320894e-01,2.4254172549161648e-01
4.4900000000000001e-01,1.8866260935887083e-01,2.4287978021190140e-01
4.5000000000000001e-01,1.8873615939529351e-01,2.4321715387560103e-01
4.5100000000000001e-01,1.8880823678247369e-01,2.4355384906450314e-01
4.5200000000000001e-01,1.8887884249990117e-01,2.4388986834683493e-01
4.5300000000000001e-01,1.8894797750659958e-01,2.4422521427734695e-01
4.5400000000000001e-01,1.8901564274116767e-01,2.4455988939739665e-01
4.5500000000000002e-01,1.8908183912181914e-01,2.4489389623503163e-01
4.5600000000000002e-01,1.8914656754642237e-01,2.4522723730507198e-01
4.5700000000000002e-01,1.8920982889253871e-01,2.4555991510919242e-01
4.5800000000000002e-01,1.8927162401746062e-01,2.4589193213600383e-01
4.5900000000000002e-01,1.8933195375824907e-01,2.4622329086113420e-01
4.6000000000000002e-01,1.8939081893176998e-01,2.4655399374730932e-01
4.6100000000000002e-01,1.8944822033473002e-01,2.4688404324443269e-01
4.6200000000000002e-01,1.8950415874371215e-01,2.4721344178966512e-01
4.6300000000000002e-01,1.8955863491520900e-01,2.4754219180750375e-01
4.6400000000000002e-01,1.8961164958565743e-01,2.4787029570986055e-01
4.6500000000000002e-01,1.8966320347147045e-01,2.4819775589614054e-01
4.6600000000000003e-01,1.8971329726907002e-01,2.4852457475331907e-01
4.6700000000000003e-01,1.8976193165491687e-01,2.4885075465601930e-01
4.6800000000000003e-01,1.8980910728554165e-01,2.4917629796658836e-01
4.6899999999999997e-01,1.8985482479757301e-01,2.4950120703517376e-01
4.6999999999999997e-01,1.8989908480776660e-01,2.4982548419979883e-01
4.7099999999999997e-01,1.8994188791303196e-01,2.5014913178643799e-01
4.7199999999999998e-01,1.8998323469045844e-01,2.5047215210909141e-01
4.7299999999999998e-01,1.9002312569734087e-01,2.5079454746985891e-01
4.7399999999999998e-01,1.9006156147120326e-01,2.5111632015901419e-01
4.7499999999999998e-01,1.9009854252982247e-01,2.5143747245507747e-01
4.7599999999999998e-01,1.9013406937125002e-01,2.5175800662488873e-01
4.7699999999999998e-01,1.9016814247383351e-01,2.5207792492367975e-01
4.7799999999999998e-01,1.9020076229623728e-01,2.5239722959514604e-01
4.7899999999999998e-01,1.9023192927746149e-01,2.5271592287151806e-01
4.7999999999999998e-01,1.9026164383686045e-01,2.5303400697363232e-01
4.8099999999999998e-01,1.9028990637416113e-01,2.5335148411100156e-01
4.8199999999999998e-01,1.9031671726947907e-01,2.5366835648188507e-01
4.8299999999999998e-01,1.9034207688333568e-01,2.5398462627335783e-01
4.8399999999999999e-01,1.9036598555667247e-01,2.5430029566137990e-01
4.8499999999999999e-01,1.9038844361086607e-01,2.5461536681086483e-01
4.8599999999999999e-01,1.9040945134774243e-01,2.5492984187574785e-01
4.8699999999999999e-01,1.9042900904958956e-01,2.5524372299905362e-01
4.8799999999999999e-01,1.9044711697917038e-01,2.5555701231296363e-01
4.8899999999999999e-01,1.9046377537973400e-01,2.5586971193888275e-01
4.8999999999999999e-01,1.9047898447502712e-01,2.5618182398750589e-01
4.9099999999999999e-01,1.9049274446930403e-01,2.5649335055888373e-01
4.9199999999999999e-01,1.9050505554733649e-01,2.5680429374248848e-01
4.9299999999999999e-01,1.9051591787442243e-01,2.5711465561727864e-01
4.9399999999999999e-01,1.9052533159639329e-01,2.5742443825176398e-01
4.9500000000000000e-01,1.9053329683962175e-01,2.5773364370406959e-01
4.9600000000000000e-01,1.9053981371102785e-01,2.5804227402199958e-01
4.9700000000000000e-01,1.9054488229808442e-01,2.5835033124310081e-01
4.9800000000000000e-01,1.9054850266882090e-01,2.5865781739472532e-01
4.9900000000000000e-01,1.9055067487182736e-01,2.5896473449409330e-01
5.0000000000000000e-01,1.9055139893625705e-01,2.5927108454835512e-01
