r_over_L,torus_deltaV_over_Q2,infinite_plane_deltaV_over_Q2
8.2000000000000003e-02,3.9268987551378261e-02,4.0923488275337462e-02
8.3000000000000004e-02,4.0009524162222601e-02,4.1704756729273346e-02
8.4000000000000005e-02,4.0751296722971189e-02,4.2487761293567072e-02
8.5000000000000006e-02,4.1494179806726011e-02,4.3272376773952619e-02
8.5999999999999993e-02,4.2238051070495677e-02,4.4058481062837891e-02
8.6999999999999994e-02,4.2982791219660504e-02,4.4845955103768827e-02
8.7999999999999995e-02,4.3728283970690833e-02,4.5634682854147977e-02
8.8999999999999996e-02,4.4474416012283892e-02,4.6424551246370821e-02
8.9999999999999997e-02,4.5221076965072729e-02,4.7215450147535795e-02
9.0999999999999998e-02,4.5968159340058032e-02,4.8007272317876548e-02
9.1999999999999998e-02,4.6715558495903323e-02,4.8799913368058466e-02
9.2999999999999999e-02,4.7463172595228885e-02,4.9593271715474091e-02
9.4000000000000000e-02,4.8210902560032742e-02,5.0387248539665322e-02
9.5000000000000001e-02,4.8958652026359191e-02,5.1181747736993868e-02
9.6000000000000002e-02,4.9706327298330757e-02,5.1976675874674583e-02
9.7000000000000003e-02,5.0453837301651296e-02,5.2771942144280146e-02
9.8000000000000004e-02,5.1201093536682972e-02,5.3567458314819315e-02
9.9000000000000005e-02,5.1948010031193197e-02,5.4363138685485056e-02
1.0000000000000001e-01,5.2694503292862467e-02,5.5158900038162900e-02
1.0100000000000001e-01,5.3440492261637156e-02,5.5954661589784419e-02
1.0199999999999999e-01,5.4185898262007599e-02,5.6750344944605263e-02
1.0299999999999999e-01,5.4930644955285213e-02,5.7545874046481989e-02
1.0400000000000000e-01,5.5674658291947669e-02,5.8341175131216699e-02
1.0500000000000000e-01,5.6417866464117152e-02,5.9136176679034071e-02
1.0600000000000000e-01,5.7160199858230655e-02,5.9930809367250586e-02
1.0700000000000000e-01,5.7901591007958005e-02,6.0725006023191065e-02
1.0800000000000000e-01,5.8641974547418867e-02,6.1518701577403814e-02
1.0900000000000000e-01,5.9381287164745222e-02,6.2311833017221548e-02
1.1000000000000000e-01,6.0119467556032938e-02,6.3104339340711094e-02
1.1100000000000000e-01,6.0856456379722090e-02,6.3896161511051847e-02
1.1200000000000000e-01,6.1592196211441179e-02,6.4687242411378770e-02
1.1300000000000000e-01,6.2326631499349548e-02,6.5477526800123073e-02
1.1400000000000000e-01,6.3059708520006058e-02,6.6266961266880031e-02
1.1500000000000000e-01,6.3791375334791914e-02,6.7055494188830861e-02
1.1600000000000001e-01,6.4521581746910972e-02,6.7843075687742713e-02
1.1700000000000001e-01,6.5250279258989297e-02,6.8629657587567797e-02
1.1799999999999999e-01,6.5977421031291908e-02,6.9415193372660847e-02
1.1899999999999999e-01,6.6702961840574657e-02,7.0199638146631146e-02
1.2000000000000000e-01,6.7426858039584023e-02,7.0982948591843537e-02
1.2100000000000000e-01,6.8149067517218401e-02,7.1765082929580754e-02
1.2200000000000000e-01,6.8869549659360429e-02,7.2546000880877023e-02
1.2300000000000000e-01,6.9588265310389086e-02,7.3325663628031862e-02
1.2400000000000000e-01,7.0305176735378616e-02,7.4104033776810560e-02
1.2500000000000000e-01,7.1020247582989415e-02,7.4881075319336535e-02
1.2600000000000000e-01,7.1733442849054363e-02,7.5656753597679594e-02
1.2700000000000000e-01,7.2444728840864128e-02,7.6431035268142003e-02
1.2800000000000000e-01,7.3154073142150694e-02,7.7203888266243997e-02
1.2900000000000000e-01,7.3861444578770835e-02,7.7975281772408020e-02
1.3000000000000000e-01,7.4566813185088079e-02,7.8745186178341114e-02
1.3100000000000001e-01,7.5270150171049863e-02,7.9513573054112802e-02
1.3200000000000001e-01,7.5971427889957754e-02,8.0280415115925610e-02
1.3300000000000001e-01,7.6670619806927132e-02,8.1045686194574279e-02
1.3400000000000001e-01,7.7367700468030223e-02,8.1809361204588565e-02
1.3500000000000001e-01,7.8062645470118402e-02,8.2571416114054663e-02
1.3600000000000001e-01,7.8755431431316372e-02,8.3331827915108930e-02
1.3700000000000001e-01,7.9446035962182721e-02,8.4090574595096917e-02
1.3800000000000001e-01,8.0134437637528103e-02,8.4847635108391023e-02
1.3900000000000001e-01,8.0820615968885290e-02,8.5602989348858780e-02
1.4000000000000001e-01,8.1504551377620277e-02,8.6356618122973364e-02
1.4099999999999999e-01,8.2186225168678198e-02,8.7108503123558390e-02
1.4199999999999999e-01,8.2865619504954149e-02,8.7858626904157786e-02
1.4299999999999999e-01,8.3542717382278919e-02,8.8606972854021443e-02
1.4399999999999999e-01,8.4217502605012456e-02,8.9353525173697490e-02
1.4499999999999999e-01,8.4889959762232250e-02,9.0098268851221713e-02
1.4599999999999999e-01,8.5560074204509964e-02,9.0841189638893635e-02
1.4699999999999999e-01,8.6227832021263884e-02,9.1582274030630004e-02
1.4799999999999999e-01,8.6893220018678496e-02,9.2321509239885191e-02
1.4899999999999999e-01,8.7556225698180362e-02,9.3058883178128202e-02
1.4999999999999999e-01,8.8216837235460158e-02,9.3794384433866382e-02
1.5100000000000000e-01,8.8875043460030750e-02,9.4528002252204993e-02
1.5200000000000000e-01,8.9530833835310922e-02,9.5259726514932683e-02
1.5300000000000000e-01,9.0184198439223748e-02,9.5989547721122198e-02
1.5400000000000000e-01,9.0835127945300811e-02,9.6717456968236096e-02
1.5500000000000000e-01,9.1483613604280159e-02,9.7443445933727002e-02
1.5600000000000000e-01,9.2129647226188882e-02,9.8167506857122125e-02
1.5700000000000000e-01,9.2773221162900196e-02,9.8889632522581705e-02
1.5800000000000000e-01,9.3414328291153537e-02,9.9609816241921195e-02
1.5900000000000000e-01,9.4052961996029555e-02,1.0032805183808728e-01
1.6000000000000000e-01,9.4689116154867969e-02,1.0104433362907712e-01
1.6100000000000000e-01,9.5322785121619694e-02,1.0175865641229137e-01
1.6200000000000001e-01,9.5953963711623666e-02,1.0247101544931116e-01
1.6300000000000001e-01,9.6582647186796114e-02,1.0318140645108868e-01
1.6400000000000001e-01,9.7208831241226354e-02,1.0388982556354265e-01
1.6500000000000001e-01,9.7832511987166901e-02,1.0459626935354835e-01
1.6600000000000001e-01,9.8453685941409005e-02,1.0530073479531345e-01
1.6700000000000001e-01,9.9072350012035168e-02,1.0600321925713005e-01
1.6800000000000001e-01,9.9688501485538580e-02,1.0670372048849418e-01
1.6900000000000001e-01,1.0030213801430124e-01,1.0740223660758343e-01
1.7000000000000001e-01,1.0091325760442124e-01,1.0809876608908429e-01
1.7100000000000001e-01,1.0152185860388065e-01,1.0879330775236043e-01
1.7199999999999999e-01,1.0212793969104650e-01,1.0948586074995315e-01
1.7299999999999999e-01,1.0273149986349452e-01,1.1017642455640637e-01
1.7399999999999999e-01,1.0333253842714943e-01,1.1086499895740723e-01
1.7499999999999999e-01,1.0393105498573252e-01,1.1155158403923462e-01
1.7599999999999999e-01,1.0452704943050879e-01,1.1223618017850795e-01
1.7699999999999999e-01,1.0512052193032648e-01,1.1291878803222802e-01
1.7799999999999999e-01,1.0571147292194101e-01,1.1359940852810291e-01
1.7899999999999999e-01,1.0629990310061592e-01,1.1427804285515114e-01
1.7999999999999999e-01,1.0688581341099394e-01,1.1495469245457490e-01
1.8099999999999999e-01,1.0746920503823104e-01,1.1562935901089663e-01
1.8200000000000000e-01,1.0805007939938582e-01,1.1630204444335140e-01
1.8300000000000000e-01,1.0862843813505939e-01,1.1697275089752898e-01
1.8400000000000000e-01,1.0920428310127654e-01,1.1764148073725836e-01
1.8500000000000000e-01,1.0977761636160446e-01,1.1830823653672881e-01
1.8600000000000000e-01,1.1034844017950080e-01,1.1897302107284063e-01
1.8700000000000000e-01,1.1091675701088559e-01,1.1963583731777985e-01
1.8800000000000000e-01,1.1148256949693129e-01,1.2029668843181048e-01
1.8900000000000000e-01,1.1204588045706464e-01,1.2095557775627869e-01
1.9000000000000000e-01,1.1260669288217504e-01,1.2161250880682305e-01
1.9100000000000000e-01,1.1316500992802311e-01,1.2226748526678516e-01
1.9200000000000000e-01,1.1372083490884492e-01,1.2292051098081536e-01
1.9300000000000000e-01,1.1427417129114568e-01,1.2357158994866785e-01
1.9400000000000001e-01,1.1482502268767836e-01,1.2422072631918056e-01
1.9500000000000001e-01,1.1537339285160111e-01,1.2486792438443400e-01
1.9600000000000001e-01,1.1591928567080992e-01,1.2551318857408472e-01
1.9700000000000001e-01,1.1646270516244051e-01,1.2615652344986819e-01
1.9800000000000001e-01,1.1700365546753450e-01,1.2679793370026662e-01
1.9900000000000001e-01,1.1754214084586685e-01,1.2743742413533679e-01
2.0000000000000001e-01,1.1807816567092808e-01,1.2807499968169403e-01
2.0100000000000001e-01,1.1861173442505808e-01,1.2871066537764725e-01
2.0200000000000001e-01,1.1914285169472684e-01,1.2934442636848131e-01
2.0300000000000001e-01,1.1967152216595776e-01,1.2997628790188240e-01
2.0399999999999999e-01,1.2019775061989028e-01,1.3060625532350245e-01
2.0499999999999999e-01,1.2072154192847687e-01,1.3123433407265864e-01
2.0599999999999999e-01,1.2124290105031094e-01,1.3186052967816408e-01
2.0699999999999999e-01,1.2176183302658224e-01,1.3248484775428632e-01
2.0799999999999999e-01,1.2227834297715623e-01,1.3310729399682933e-01
2.0899999999999999e-01,1.2279243609677301e-01,1.3372787417933660e-01
2.0999999999999999e-01,1.2330411765136373e-01,1.3434659414941047e-01
2.1099999999999999e-01,1.2381339297447978e-01,1.3496345982514596e-01
2.1199999999999999e-01,1.2432026746383311e-01,1.3557847719167415e-01
2.1299999999999999e-01,1.2482474657794312e-01,1.3619165229781360e-01
2.1400000000000000e-01,1.2532683583288801e-01,1.3680299125282563e-01
2.1500000000000000e-01,1.2582654079915750e-01,1.3741250022327081e-01
2.1600000000000000e-01,1.2632386709860347e-01,1.3802018542996389e-01
2.1700000000000000e-01,1.2681882040148701e-01,1.3862605314502413e-01
2.1800000000000000e-01,1.2731140642361730e-01,1.3923010968901858e-01
2.1900000000000000e-01,1.2780163092358163e-01,1.3983236142819516e-01
2.2000000000000000e-01,1.2828949970006270e-01,1.4043281477180344e-01
2.2100000000000000e-01,1.2877501858924095e-01,1.4103147616950043e-01
2.2200000000000000e-01,1.2925819346227985e-01,1.4162835210883853e-01
2.2300000000000000e-01,1.2973903022289118e-01,1.4222344911283427e-01
2.2400000000000000e-01,1.3021753480497825e-01,1.4281677373761395e-01
2.2500000000000001e-01,1.3069371317035491e-01,1.4340833257013577e-01
2.2600000000000001e-01,1.3116757130653806e-01,1.4399813222598459e-01
2.2700000000000001e-01,1.3163911522461058e-01,1.4458617934723841e-01
2.2800000000000001e-01,1.3210835095715467e-01,1.4517248060040366e-01
2.2900000000000001e-01,1.3257528455625134e-01,1.4575704267441789e-01
2.3000000000000001e-01,1.3303992209154455e-01,1.4633987227871742e-01
2.3100000000000001e-01,1.3350226964837000e-01,1.4692097614136865e-01
2.3200000000000001e-01,1.3396233332594368e-01,1.4750036100726030e-01
2.3300000000000001e-01,1.3442011923560995e-01,1.4807803363635569e-01
2.3400000000000001e-01,1.3487563349914877e-01,1.4865400080200286e-01
2.3499999999999999e-01,1.3532888224713635e-01,1.4922826928930072e-01
2.3599999999999999e-01,1.3577987161736271e-01,1.4980084589352005e-01
2.3699999999999999e-01,1.3622860775329973e-01,1.5037173741857698e-01
2.3799999999999999e-01,1.3667509680262205e-01,1.5094095067555857e-01
2.3899999999999999e-01,1.3711934491577660e-01,1.5150849248129761e-01
2.3999999999999999e-01,1.3756135824460053e-01,1.5207436965699631e-01
2.4099999999999999e-01,1.3800114294098656e-01,1.5263858902689673e-01
2.4199999999999999e-01,1.3843870515559295e-01,1.5320115741699700e-01
2.4299999999999999e-01,1.3887405103659881e-01,1.5376208165381161e-01
2.4399999999999999e-01,1.3930718672850079e-01,1.5432136856317499e-01
2.4500000000000000e-01,1.3973811837095318e-01,1.5487902496908626e-01
2.4600000000000000e-01,1.4016685209764709e-01,1.5543505769259522e-01
2.4700000000000000e-01,1.4059339403522994e-01,1.5598947355072662e-01
2.4800000000000000e-01,1.4101775030226271e-01,1.5654227935544351e-01
2.4900000000000000e-01,1.4143992700821448e-01,1.5709348191264677e-01
2.5000000000000000e-01,1.4185993025249224e-01,1.5764308802121108e-01
2.5100000000000000e-01,1.4227776612350723e-01,1.5819110447205523e-01
2.5200000000000000e-01,1.4269344069777315e-01,1.5873753804724672e-01
2.5300000000000000e-01,1.4310696003903867e-01,1.5928239551913839e-01
2.5400000000000000e-01,1.4351833019745178e-01,1.5982568364953775e-01
2.5500000000000000e-01,1.4392755720875322e-01,1.6036740918890630e-01
2.5600000000000001e-01,1.4433464709350272e-01,1.6090757887558924e-01
2.5700000000000001e-01,1.4473960585633172e-01,1.6144619943507410e-01
2.5800000000000001e-01,1.4514243948522498e-01,1.6198327757927750e-01
2.5900000000000001e-01,1.4554315395083023e-01,1.6251882000585904e-01
2.6000000000000001e-01,1.4594175520579217e-01,1.6305283339756221e-01
2.6100000000000001e-01,1.4633824918411423e-01,1.6358532442158003e-01
2.6200000000000001e-01,1.4673264180054330e-01,1.6411629972894676e-01
2.6300000000000001e-01,1.4712493894997916e-01,1.6464576595395281e-01
2.6400000000000001e-01,1.4751514650690650e-01,1.6517372971358363e-01
2.6500000000000001e-01,1.4790327032485065e-01,1.6570019760698107e-01
2.6600000000000001e-01,1.4828931623585281e-01,1.6622517621492683e-01
2.6700000000000002e-01,1.4867329004996896e-01,1.6674867209934735e-01
2.6800000000000002e-01,1.4905519755478724e-01,1.6727069180283938e-01
2.6900000000000002e-01,1.4943504451496664e-01,1.6779124184821542e-01
2.7000000000000002e-01,1.4981283667179321e-01,1.6831032873806911e-01
2.7100000000000002e-01,1.5018857974275729e-01,1.6882795895435884e-01
2.7200000000000002e-01,1.5056227942114689e-01,1.6934413895801043e-01
2.7300000000000002e-01,1.5093394137565969e-01,1.6985887518853671e-01
2.7400000000000002e-01,1.5130357125003235e-01,1.7037217406367514e-01
2.7500000000000002e-01,1.5167117466268587e-01,1.7088404197904128e-01
2.7600000000000002e-01,1.5203675720638749e-01,1.7139448530779922e-01
2.7700000000000002e-01,1.5240032444792814e-01,1.7190351040034677e-01
2.7800000000000002e-01,1.5276188192781559e-01,1.7241112358401683e-01
2.7900000000000003e-01,1.5312143515998153e-01,1.7291733116279245e-01
2.8000000000000003e-01,1.5347898963150355e-01,1.7342213941703694e-01
2.8100000000000003e-01,1.5383455080234157e-01,1.7392555460323716e-01
2.8199999999999997e-01,1.5418812410508584e-01,1.7442758295376082e-01
2.8299999999999997e-01,1.5453971494472021e-01,1.7492823067662608e-01
2.8399999999999997e-01,1.5488932869839664e-01,1.7542750395528414e-01
2.8499999999999998e-01,1.5523697071522141e-01,1.7592540894841366e-01
2.8599999999999998e-01,1.5558264631605490e-01,1.7642195178972725e-01
2.8699999999999998e-01,1.5592636079332028e-01,1.7691713858778932e-01
2.8799999999999998e-01,1.5626811941082563e-01,1.7741097542584458e-01
2.8899999999999998e-01,1.5660792740359414e-01,1.7790346836165777e-01
2.8999999999999998e-01,1.5694578997770653e-01,1.7839462342736326e-01
2.9099999999999998e-01,1.5728171231015145e-01,1.7888444662932507e-01
2.9199999999999998e-01,1.5761569954868726e-01,1.7937294394800621e-01
2.9299999999999998e-01,1.5794775681171100e-01,1.7986012133784768e-01
2.9399999999999998e-01,1.5827788918813726e-01,1.8034598472715652e-01
2.9499999999999998e-01,1.5860610173728548e-01,1.8083054001800228e-01
2.9599999999999999e-01,1.5893239948877533e-01,1.8131379308612261e-01
2.9699999999999999e-01,1.5925678744242949e-01,1.8179574978083668e-01
2.9799999999999999e-01,1.5957927056818541e-01,1.8227641592496630e-01
2.9899999999999999e-01,1.5989985380601313e-01,1.8275579731476552e-01
2.9999999999999999e-01,1.6021854206584124e-01,1.8323389971985693e-01
3.0099999999999999e-01,1.6053534022748980e-01,1.8371072888317544e-01
3.0199999999999999e-01,1.6085025314060955e-01,1.8418629052091912e-01
3.0299999999999999e-01,1.6116328562462828e-01,1.8466059032250648e-01
3.0399999999999999e-01,1.6147444246870335e-01,1.8513363395054064e-01
3.0499999999999999e-01,1.6178372843168101e-01,1.8560542704077937e-01
3.0599999999999999e-01,1.6209114824206053e-01,1.8607597520211142e-01
3.0700000000000000e-01,1.6239670659796596e-01,1.8654528401653883e-01
3.0800000000000000e-01,1.6270040816712208e-01,1.8701335903916452e-01
3.0900000000000000e-01,1.6300225758683690e-01,1.8748020579818581e-01
3.1000000000000000e-01,1.6330225946398830e-01,1.8794582979489280e-01
3.1100000000000000e-01,1.6360041837501763e-01,1.8841023650367228e-01
3.1200000000000000e-01,1.6389673886592632e-01,1.8887343137201607e-01
3.1300000000000000e-01,1.6419122545227849e-01,1.8933541982053448e-01
3.1400000000000000e-01,1.6448388261920791e-01,1.8979620724297436e-01
3.1500000000000000e-01,1.6477471482142858e-01,1.9025579900624112e-01
3.1600000000000000e-01,1.6506372648325085e-01,1.9071420045042581e-01
3.1700000000000000e-01,1.6535092199859985e-01,1.9117141688883535e-01
3.1800000000000000e-01,1.6563630573104002e-01,1.9162745360802749e-01
3.1900000000000001e-01,1.6591988201379981e-01,1.9208231586784930e-01
3.2000000000000001e-01,1.6620165514980373e-01,1.9253600890147923e-01
3.2100000000000001e-01,1.6648162941170472e-01,1.9298853791547299e-01
3.2200000000000001e-01,1.6675980904192148e-01,1.9343990808981240e-01
3.2300000000000001e-01,1.6703619825267757e-01,1.9389012457795818e-01
3.2400000000000001e-01,1.6731080122604403e-01,1.9433919250690510e-01
3.2500000000000001e-01,1.6758362211398456e-01,1.9478711697724096e-01
3.2600000000000001e-01,1.6785466503840324e-01,1.9523390306320790e-01
3.2700000000000001e-01,1.6812393409119519e-01,1.9567955581276683e-01
3.2800000000000001e-01,1.6839143333429887e-01,1.9612408024766437e-01
3.2900000000000001e-01,1.6865716679975140e-01,1.9656748136350261e-01
3.3000000000000002e-01,1.6892113848974610e-01,1.9700976412981114e-01
3.3100000000000002e-01,1.6918335237669210e-01,1.9745093349012163e-01
3.3200000000000002e-01,1.6944381240327541e-01,1.9789099436204449e-01
3.3300000000000002e-01,1.6970252248252413e-01,1.9832995163734815e-01
3.3400000000000002e-01,1.6995948649787279e-01,1.9876781018203982e-01
3.3500000000000002e-01,1.7021470830323113e-01,1.9920457483644885e-01
3.3600000000000002e-01,1.7046819172305341e-01,1.9964025041531178e-01
3.3700000000000002e-01,1.7071994055241024e-01,2.0007484170785908e-01
3.3800000000000002e-01,1.7096995855706204e-01,2.0050835347790402e-01
3.3900000000000002e-01,1.7121824947353326e-01,2.0094079046393290e-01
3.4000000000000002e-01,1.7146481700919008e-01,2.0137215737919706e-01
3.4100000000000003e-01,1.7170966484231817e-01,2.0180245891180645e-01
3.4200000000000003e-01,1.7195279662220211e-01,2.0223169972482447e-01
3.4300000000000003e-01,1.7219421596920656e-01,2.0265988445636454e-01
3.4399999999999997e-01,1.7243392647485864e-01,2.0308701771968760e-01
3.4499999999999997e-01,1.7267193170193162e-01,2.0351310410330131e-01
3.4599999999999997e-01,1.7290823518452855e-01,2.0393814817106010e-01
3.4699999999999998e-01,1.7314284042816877e-01,2.0436215446226635e-01
3.4799999999999998e-01,1.7337575090987356e-01,2.0478512749177313e-01
3.4899999999999998e-01,1.7360697007825385e-01,2.0520707175008734e-01
3.4999999999999998e-01,1.7383650135359724e-01,2.0562799170347426e-01
3.5099999999999998e-01,1.7406434812795765e-01,2.0604789179406280e-01
3.5199999999999998e-01,1.7429051376524343e-01,2.0646677643995157e-01
3.5299999999999998e-01,1.7451500160130717e-01,2.0688465003531617e-01
3.5399999999999998e-01,1.7473781494403598e-01,2.0730151695051655e-01
3.5499999999999998e-01,1.7495895707344111e-01,2.0771738153220579e-01
3.5599999999999998e-01,1.7517843124174967e-01,2.0813224810343903e-01
3.5699999999999998e-01,1.7539624067349460e-01,2.0854612096378333e-01
3.5799999999999998e-01,1.7561238856560663e-01,2.0895900438942805e-01
3.5899999999999999e-01,1.7582687808750569e-01,2.0937090263329552e-01
3.5999999999999999e-01,1.7603971238119265e-01,2.0978181992515271e-01
3.6099999999999999e-01,1.7625089456134169e-01,2.1019176047172272e-01
3.6199999999999999e-01,1.7646042771539244e-01,2.1060072845679739e-01
3.6299999999999999e-01,1.7666831490364240e-01,2.1100872804134974e-01
3.6399999999999999e-01,1.7687455915934050e-01,2.1141576336364701e-01
3.6499999999999999e-01,1.7707916348877925e-01,2.1182183853936390e-01
3.6599999999999999e-01,1.7728213087138836e-01,2.1222695766169633e-01
3.6699999999999999e-01,1.7748346425982880e-01,2.1263112480147514e-01
3.6799999999999999e-01,1.7768316658008590e-01,2.1303434400728016e-01
3.6899999999999999e-01,1.7788124073156300e-01,2.1343661930555460e-01
3.7000000000000000e-01,1.7807768958717618e-01,2.1383795470071920e-01
3.7100000000000000e-01,1.7827251599344729e-01,2.1423835417528705e-01
3.7200000000000000e-01,1.7846572277059905e-01,2.1463782168997808e-01
3.7300000000000000e-01,1.7865731271264845e-01,2.1503636118383382e-01
3.7400000000000000e-01,1.7884728858750110e-01,2.1543397657433208e-01
3.7500000000000000e-01,1.7903565313704478e-01,2.1583067175750204e-01
3.7600000000000000e-01,1.7922240907724379e-01,2.1622645060803872e-01
3.7700000000000000e-01,1.7940755909823150e-01,2.1662131697941797e-01
3.7800000000000000e-01,1.7959110586440438e-01,2.1701527470401130e-01
3.7900000000000000e-01,1.7977305201451488e-01,2.1740832759320022e-01
3.8000000000000000e-01,1.7995340016176326e-01,2.1780047943749131e-01
3.8100000000000001e-01,1.8013215289388976e-01,2.1819173400663042e-01
3.8200000000000001e-01,1.8030931277326712e-01,2.1858209504971710e-01
3.8300000000000001e-01,1.8048488233699034e-01,2.1897156629531897e-01
3.8400000000000001e-01,1.8065886409696844e-01,2.1936015145158569e-01
3.8500000000000001e-01,1.8083126054001339e-01,2.1974785420636300e-01
