xi,D_torus,D_infinite
3.8700000000000001e-01,2.6401872968091120e+00,2.3234493341604345e+00
3.8800000000000001e-01,2.6429648705854945e+00,2.3244109960003669e+00
3.8900000000000001e-01,2.6457465226735573e+00,2.3253682004482461e+00
3.9000000000000001e-01,2.6485323324497232e+00,2.3263209787621726e+00
3.9100000000000001e-01,2.6513223793794309e+00,2.3272693619162044e+00
3.9200000000000002e-01,2.6541167430237951e+00,2.3282133806034460e+00
3.9300000000000002e-01,2.6569155030462657e+00,2.3291530652390993e+00
3.9400000000000002e-01,2.6597187392192927e+00,2.3300884459634768e+00
3.9500000000000002e-01,2.6625265314309945e+00,2.3310195526449791e+00
3.9600000000000002e-01,2.6653389596918338e+00,2.3319464148830340e+00
3.9700000000000002e-01,2.6681561041412971e+00,2.3328690620110004e+00
3.9800000000000002e-01,2.6709780450545804e+00,2.3337875230990375e+00
3.9900000000000002e-01,2.6738048628492908e+00,2.3347018269569362e+00
4.0000000000000002e-01,2.6766366380921469e+00,2.3356120021369202e+00
4.0100000000000002e-01,2.6794734515056993e+00,2.3365180769364073e+00
4.0200000000000002e-01,2.6823153839750549e+00,2.3374200794007427e+00
4.0300000000000002e-01,2.6851625165546209e+00,2.3383180373258954e+00
4.0400000000000003e-01,2.6880149304748544e+00,2.3392119782611216e+00
4.0500000000000003e-01,2.6908727071490341e+00,2.3401019295115986e+00
4.0600000000000003e-01,2.6937359281800446e+00,2.3409879181410234e+00
4.0699999999999997e-01,2.6966046753671753e+00,2.3418699709741819e+00
4.0799999999999997e-01,2.6994790307129386e+00,2.3427481145994866e+00
4.0899999999999997e-01,2.7023590764299086e+00,2.3436223753714818e+00
4.0999999999999998e-01,2.7052448949475769e+00,2.3444927794133221e+00
4.1099999999999998e-01,2.7081365689192318e+00,2.3453593526192158e+00
4.1199999999999998e-01,2.7110341812288556e+00,2.3462221206568450e+00
4.1299999999999998e-01,2.7139378149980486e+00,2.3470811089697512e+00
4.1399999999999998e-01,2.7168475535929755e+00,2.3479363427796933e+00
4.1499999999999998e-01,2.7197634806313373e+00,2.3487878470889814e+00
4.1599999999999998e-01,2.7226856799893677e+00,2.3496356466827759e+00
4.1699999999999998e-01,2.7256142358088598e+00,2.3504797661313641e+00
4.1799999999999998e-01,2.7285492325042187e+00,2.3513202297924076e+00
4.1899999999999998e-01,2.7314907547695446e+00,2.3521570618131622e+00
4.1999999999999998e-01,2.7344388875857444e+00,2.3529902861326732e+00
4.2099999999999999e-01,2.7373937162276794e+00,2.3538199264839412e+00
4.2199999999999999e-01,2.7403553262713407e+00,2.3546460063960670e+00
4.2299999999999999e-01,2.7433238036010597e+00,2.3554685491963649e+00
4.2399999999999999e-01,2.7462992344167576e+00,2.3562875780124557e+00
4.2499999999999999e-01,2.7492817052412253e+00,2.3571031157743336e+00
4.2599999999999999e-01,2.7522713029274448e+00,2.3579151852164051e+00
4.2699999999999999e-01,2.7552681146659443e+00,2.3587238088795104e+00
4.2799999999999999e-01,2.7582722279922001e+00,2.3595290091129142e+00
4.2899999999999999e-01,2.7612837307940703e+00,2.3603308080762764e+00
4.2999999999999999e-01,2.7643027113192802e+00,2.3611292277415994e+00
4.3099999999999999e-01,2.7673292581829383e+00,2.3619242898951516e+00
4.3200000000000000e-01,2.7703634603751119e+00,2.3627160161393688e+00
4.3300000000000000e-01,2.7734054072684335e+00,2.3635044278947315e+00
4.3400000000000000e-01,2.7764551886257633e+00,2.3642895464016229e+00
4.3500000000000000e-01,2.7795128946078962e+00,2.3650713927221632e+00
4.3600000000000000e-01,2.7825786157813179e+00,2.3658499877420223e+00
4.3700000000000000e-01,2.7856524431260126e+00,2.3666253521722131e+00
4.3800000000000000e-01,2.7887344680433199e+00,2.3673975065508603e+00
4.3900000000000000e-01,2.7918247823638489e+00,2.3681664712449537e+00
4.4000000000000000e-01,2.7949234783554382e+00,2.3689322664520751e+00
4.4100000000000000e-01,2.7980306487311846e+00,2.3696949122021089e+00
4.4200000000000000e-01,2.8011463866575128e+00,2.3704544283589333e+00
4.4300000000000000e-01,2.8042707857623159e+00,2.3712108346220884e+00
4.4400000000000001e-01,2.8074039401431499e+00,2.3719641505284281e+00
4.4500000000000001e-01,2.8105459443754874e+00,2.3727143954537513e+00
4.4600000000000001e-01,2.8136968935210356e+00,2.3734615886144135e+00
4.4700000000000001e-01,2.8168568831361203e+00,2.3742057490689237e+00
4.4800000000000001e-01,2.8200260092801290e+00,2.3749468957195163e+00
4.4900000000000001e-01,2.8232043685240220e+00,2.3756850473137110e+00
4.5000000000000001e-01,2.8263920579589166e+00,2.3764202224458519e+00
4.5100000000000001e-01,2.8295891752047306e+00,2.3771524395586279e+00
4.5200000000000001e-01,2.8327958184189064e+00,2.3778817169445778e+00
4.5300000000000001e-01,2.8360120863051970e+00,2.3786080727475780e+00
4.5400000000000001e-01,2.8392380781225350e+00,2.3793315249643108e+00
4.5500000000000002e-01,2.8424738936939700e+00,2.3800520914457182e+00
4.5600000000000002e-01,2.8457196334156847e+00,2.3807697898984395e+00
4.5700000000000002e-01,2.8489753982660875e+00,2.3814846378862287e+00
4.5800000000000002e-01,2.8522412898149865e+00,2.3821966528313605e+00
4.5900000000000002e-01,2.8555174102328462e+00,2.3829058520160178e+00
4.6000000000000002e-01,2.8588038623001193e+00,2.3836122525836636e+00
4.6100000000000002e-01,2.8621007494166708e+00,2.3843158715403963e+00
4.6200000000000002e-01,2.8654081756112859e+00,2.3850167257562931e+00
4.6300000000000002e-01,2.8687262455512617e+00,2.3857148319667338e+00
4.6400000000000002e-01,2.8720550645520895e+00,2.3864102067737125e+00
4.6500000000000002e-01,2.8753947385872354e+00,2.3871028666471350e+00
4.6600000000000003e-01,2.8787453742979987e+00,2.3877928279260967e+00
4.6700000000000003e-01,2.8821070790034788e+00,2.3884801068201544e+00
4.6800000000000003e-01,2.8854799607106298e+00,2.3891647194105747e+00
4.6899999999999997e-01,2.8888641281244154e+00,2.3898466816515755e+00
4.6999999999999997e-01,2.8922596906580633e+00,2.3905260093715497e+00
4.7099999999999997e-01,2.8956667584434199e+00,2.3912027182742763e+00
4.7199999999999998e-01,2.8990854423414105e+00,2.3918768239401187e+00
4.7299999999999998e-01,2.9025158539526021e+00,2.3925483418272067e+00
4.7399999999999998e-01,2.9059581056278754e+00,2.3932172872726101e+00
4.7499999999999998e-01,2.9094123104792007e+00,2.3938836754934956e+00
4.7599999999999998e-01,2.9128785823905359e+00,2.3945475215882706e+00
4.7699999999999998e-01,2.9163570360288213e+00,2.3952088405377170e+00
4.7799999999999998e-01,2.9198477868551023e+00,2.3958676472061100e+00
4.7899999999999998e-01,2.9233509511357649e+00,2.3965239563423260e+00
4.7999999999999998e-01,2.9268666459538872e+00,2.3971777825809371e+00
4.8099999999999998e-01,2.9303949892207153e+00,2.3978291404432932e+00
4.8199999999999998e-01,2.9339360996872612e+00,2.3984780443385958e+00
4.8299999999999998e-01,2.9374900969560254e+00,2.3991245085649546e+00
4.8399999999999999e-01,2.9410571014928482e+00,2.3997685473104351e+00
4.8499999999999999e-01,2.9446372346388898e+00,2.4004101746540965e+00
4.8599999999999999e-01,2.9482306186227412e+00,2.4010494045670132e+00
4.8699999999999999e-01,2.9518373765726715e+00,2.4016862509132917e+00
4.8799999999999999e-01,2.9554576325290105e+00,2.4023207274510705e+00
4.8899999999999999e-01,2.9590915114566694e+00,2.4029528478335118e+00
4.8999999999999999e-01,2.9627391392578040e+00,2.4035826256097845e+00
4.9099999999999999e-01,2.9664006427846221e+00,2.4042100742260284e+00
4.9199999999999999e-01,2.9700761498523334e+00,2.4048352070263199e+00
4.9299999999999999e-01,2.9737657892522513e+00,2.4054580372536165e+00
4.9399999999999999e-01,2.9774696907650471e+00,2.4060785780506975e+00
4.9500000000000000e-01,2.9811879851741523e+00,2.4066968424610913e+00
4.9600000000000000e-01,2.9849208042793229e+00,2.4073128434299935e+00
4.9700000000000000e-01,2.9886682809103573e+00,2.4079265938051773e+00
4.9800000000000000e-01,2.9924305489409835e+00,2.4085381063378897e+00
4.9900000000000000e-01,2.9962077433029015e+00,2.4091473936837415e+00
5.0000000000000000e-01,3.0000000000000000e+00,2.4097544684035870e+00
