xi,D_torus,D_infinite
4.4999999999999998e-02,2.0770678790850536e+00,2.0732576067030082e+00
4.5999999999999999e-02,2.0892805101487184e+00,2.0853341036191364e+00
4.7000000000000000e-02,2.1010782558450249e+00,2.0969939371013728e+00
4.8000000000000001e-02,2.1124806245074668e+00,2.1082566196863359e+00
4.9000000000000002e-02,2.1235060938126131e+00,2.1191406329645597e+00
5.0000000000000003e-02,2.1341721598866488e+00,2.1296634767156752e+00
5.0999999999999997e-02,2.1444953861714673e+00,2.1398417177991096e+00
5.1999999999999998e-02,2.1544914514976075e+00,2.1496910382482612e+00
5.2999999999999999e-02,2.1641751969552354e+00,2.1592262821597497e+00
5.3999999999999999e-02,2.1735606712685938e+00,2.1684615010836756e+00
5.5000000000000000e-02,2.1826611744701125e+00,2.1774099977114112e+00
5.6000000000000001e-02,2.1914892997417241e+00,2.1860843677287778e+00
5.7000000000000002e-02,2.2000569733467383e+00,2.1944965397582670e+00
5.8000000000000003e-02,2.2083754926190635e+00,2.2026578133572241e+00
5.8999999999999997e-02,2.2164555620096076e+00,2.2105788950721177e+00
5.9999999999999998e-02,2.2243073272149929e+00,2.2182699325741471e+00
6.0999999999999999e-02,2.2319404074324085e+00,2.2257405469201235e+00
6.2000000000000000e-02,2.2393639257979210e+00,2.2329998629961239e+00
6.3000000000000000e-02,2.2465865380751926e+00,2.2400565382108946e+00
6.4000000000000001e-02,2.2536164596677288e+00,2.2469187895122973e+00
6.5000000000000002e-02,2.2604614910317387e+00,2.2535944188038468e+00
6.6000000000000003e-02,2.2671290415683436e+00,2.2600908368402690e+00
6.7000000000000004e-02,2.2736261520744359e+00,2.2664150856813037e+00
6.8000000000000005e-02,2.2799595158305292e+00,2.2725738597822316e+00
6.9000000000000006e-02,2.2861354984024014e+00,2.2785735257979276e+00
7.0000000000000007e-02,2.2921601562310450e+00,2.2844201411750067e+00
7.0999999999999994e-02,2.2980392540827941e+00,2.2901194716039157e+00
7.1999999999999995e-02,2.3037782814283916e+00,2.2956770073998416e+00
7.2999999999999995e-02,2.3093824678167505e+00,2.3010979788781314e+00
7.3999999999999996e-02,2.3148567973057785e+00,2.3063873707866476e+00
7.4999999999999997e-02,2.3202060220093745e+00,2.3115499358541931e+00
7.5999999999999998e-02,2.3254346748164689e+00,2.3165902075108660e+00
7.6999999999999999e-02,2.3305470813347258e+00,2.3215125118329913e+00
7.8000000000000000e-02,2.3355473711084405e+00,2.3263209787621726e+00
7.9000000000000001e-02,2.3404394881571560e+00,2.3310195526449791e+00
8.0000000000000002e-02,2.3452272008786093e+00,2.3356120021369202e+00
8.1000000000000003e-02,2.3499141113569415e+00,2.3401019295115986e+00
8.2000000000000003e-02,2.3545036641143766e+00,2.3444927794133221e+00
8.3000000000000004e-02,2.3589991543422508e+00,2.3487878470889814e+00
8.4000000000000005e-02,2.3634037356448112e+00,2.3529902861326732e+00
8.5000000000000006e-02,2.3677204273270562e+00,2.3571031157743336e+00
8.5999999999999993e-02,2.3719521212558439e+00,2.3611292277415994e+00
8.6999999999999994e-02,2.3761015883215233e+00,2.3650713927221632e+00
8.7999999999999995e-02,2.3801714845255528e+00,2.3689322664520751e+00
8.8999999999999996e-02,2.3841643567178239e+00,2.3727143954537508e+00
8.9999999999999997e-02,2.3880826480059061e+00,2.3764202224458519e+00
9.0999999999999998e-02,2.3919287028568590e+00,2.3800520914457182e+00
9.1999999999999998e-02,2.3957047719109150e+00,2.3836122525836636e+00
9.2999999999999999e-02,2.3994130165250693e+00,2.3871028666471350e+00
9.4000000000000000e-02,2.4030555130633506e+00,2.3905260093715497e+00
9.5000000000000001e-02,2.4066342569494603e+00,2.3938836754934956e+00
9.6000000000000002e-02,2.4101511664964712e+00,2.3971777825809371e+00
9.7000000000000003e-02,2.4136080865271770e+00,2.4004101746540965e+00
9.8000000000000004e-02,2.4170067917979194e+00,2.4035826256097845e+00
9.9000000000000005e-02,2.4203489902378150e+00,2.4066968424610913e+00
1.0000000000000001e-01,2.4236363260144516e+00,2.4097544684035870e+00
1.0100000000000001e-01,2.4268703824365647e+00,2.4127570857184359e+00
1.0199999999999999e-01,2.4300526847033397e+00,2.4157062185221543e+00
1.0299999999999999e-01,2.4331847025094717e+00,2.4186033353721097e+00
1.0400000000000000e-01,2.4362678525144887e+00,2.4214498517362637e+00
1.0500000000000000e-01,2.4393035006842849e+00,2.4242471323351245e+00
1.0600000000000000e-01,2.4422929645123288e+00,2.4269964933633492e+00
1.0700000000000000e-01,2.4452375151274848e+00,2.4296992045979726e+00
1.0800000000000000e-01,2.4481383792950240e+00,2.4323564913997870e+00
1.0900000000000000e-01,2.4509967413168896e+00,2.4349695366139885e+00
1.1000000000000000e-01,2.4538137448369870e+00,2.4375394823758247e+00
1.1100000000000000e-01,2.4565904945568335e+00,2.4400674318266038e+00
1.1200000000000000e-01,2.4593280578666366e+00,2.4425544507451131e+00
1.1300000000000000e-01,2.4620274663964974e+00,2.4450015690991629e+00
1.1400000000000000e-01,2.4646897174921887e+00,2.4474097825216874e+00
1.1500000000000000e-01,2.4673157756196633e+00,2.4497800537155690e+00
1.1600000000000001e-01,2.4699065737021790e+00,2.4521133137910875e+00
1.1700000000000001e-01,2.4724630143937585e+00,2.4544104635396637e+00
1.1799999999999999e-01,2.4749859712923676e+00,2.4566723746473458e+00
1.1899999999999999e-01,2.4774762900961114e+00,2.4588998908512827e+00
1.2000000000000000e-01,2.4799347897054478e+00,2.4610938290422233e+00
1.2100000000000000e-01,2.4823622632743239e+00,2.4632549803159192e+00
1.2200000000000000e-01,2.4847594792129049e+00,2.4653841109761157e+00
1.2300000000000000e-01,2.4871271821444423e+00,2.4674819634916831e+00
1.2400000000000000e-01,2.4894660938186797e+00,2.4695492574102662e+00
1.2500000000000000e-01,2.4917769139840398e+00,2.4715866902307138e+00
1.2600000000000000e-01,2.4940603212207111e+00,2.4735949382364062e+00
1.2700000000000000e-01,2.4963169737366542e+00,2.4755746572914785e+00
1.2800000000000000e-01,2.4985475101283794e+00,2.4775264836018325e+00
1.2900000000000000e-01,2.5007525501083090e+00,2.4794510344427074e+00
1.3000000000000000e-01,2.5029326952003874e+00,2.4813489088544989e+00
1.3100000000000001e-01,2.5050885294055143e+00,2.4832206883084007e+00
1.3200000000000001e-01,2.5072206198383267e+00,2.4850669373433725e+00
1.3300000000000001e-01,2.5093295173367061e+00,2.4868882041758438e+00
1.3400000000000001e-01,2.5114157570453659e+00,2.4886850212834908e+00
1.3500000000000001e-01,2.5134798589747964e+00,2.4904579059643459e+00
1.3600000000000001e-01,2.5155223285367247e+00,2.4922073608724413e+00
1.3700000000000001e-01,2.5175436570572467e+00,2.4939338745311037e+00
1.3800000000000001e-01,2.5195443222686920e+00,2.4956379218249749e+00
1.3900000000000001e-01,2.5215247887812184e+00,2.4973199644717754e+00
1.4000000000000001e-01,2.5234855085351264e+00,2.4989804514747505e+00
1.4099999999999999e-01,2.5254269212347538e+00,2.5006198195567251e+00
1.4199999999999999e-01,2.5273494547648570e+00,2.5022384935766135e+00
1.4299999999999999e-01,2.5292535255902493e+00,2.5038368869291978e+00
1.4399999999999999e-01,2.5311395391395064e+00,2.5054154019289552e+00
1.4499999999999999e-01,2.5330078901734319e+00,2.5069744301786576e+00
1.4599999999999999e-01,2.5348589631390199e+00,2.5085143529234371e+00
1.4699999999999999e-01,2.5366931325095230e+00,2.5100355413909821e+00
1.4799999999999999e-01,2.5385107631112946e+00,2.5115383571184822e+00
1.4899999999999999e-01,2.5403122104379849e+00,2.5130231522669195e+00
1.4999999999999999e-01,2.5420978209526228e+00,2.5144902699232676e+00
1.5100000000000000e-01,2.5438679323781797e+00,2.5159400443911295e+00
1.5200000000000000e-01,2.5456228739770581e+00,2.5173728014703345e+00
1.5300000000000000e-01,2.5473629668200521e+00,2.5187888587259626e+00
1.5400000000000000e-01,2.5490885240451724e+00,2.5201885257472676e+00
1.5500000000000000e-01,2.5507998511068295e+00,2.5215721043969284e+00
1.5600000000000000e-01,2.5524972460157649e+00,2.5229398890510519e+00
1.5700000000000000e-01,2.5541809995701263e+00,2.5242921668303118e+00
1.5800000000000000e-01,2.5558513955780633e+00,2.5256292178226132e+00
1.5900000000000000e-01,2.5575087110722099e+00,2.5269513152976297e+00
1.6000000000000000e-01,2.5591532165163922e+00,2.5282587259135636e+00
1.6100000000000000e-01,2.5607851760048752e+00,2.5295517099164475e+00
1.6200000000000001e-01,2.5624048474544834e+00,2.5308305213323026e+00
1.6300000000000001e-01,2.5640124827898583e+00,2.5320954081524447e+00
1.6400000000000001e-01,2.5656083281221647e+00,2.5333466125122239e+00
1.6500000000000001e-01,2.5671926239214926e+00,2.5345843708634606e+00
1.6600000000000001e-01,2.5687656051832208e+00,2.5358089141408429e+00
1.6700000000000001e-01,2.5703275015885980e+00,2.5370204679225203e+00
1.6800000000000001e-01,2.5718785376597340e+00,2.5382192525851335e+00
1.6900000000000001e-01,2.5734189329092789e+00,2.5394054834534994e+00
1.7000000000000001e-01,2.5749489019849654e+00,2.5405793709451663e+00
1.7100000000000001e-01,2.5764686548092177e+00,2.5417411207100415e+00
1.7199999999999999e-01,2.5779783967140459e+00,2.5428909337652854e+00
1.7299999999999999e-01,2.5794783285713883e+00,2.5440290066256557e+00
1.7399999999999999e-01,2.5809686469190836e+00,2.5451555314294816e+00
1.7499999999999999e-01,2.5824495440826514e+00,2.5462706960604371e+00
1.7599999999999999e-01,2.5839212082930332e+00,2.5473746842652738e+00
1.7699999999999999e-01,2.5853838238004507e+00,2.5484676757676663e+00
1.7799999999999999e-01,2.5868375709845401e+00,2.5495498463783264e+00
1.7899999999999999e-01,2.5882826264608729e+00,2.5506213681015173e+00
1.7999999999999999e-01,2.5897191631840499e+00,2.5516824092381096e+00
1.8099999999999999e-01,2.5911473505474514e+00,2.5527331344853117e+00
1.8200000000000000e-01,2.5925673544797880e+00,2.5537737050331897e+00
1.8300000000000000e-01,2.5939793375385745e+00,2.5548042786581062e+00
1.8400000000000000e-01,2.5953834590006273e+00,2.5558250098131858e+00
1.8500000000000000e-01,2.5967798749497186e+00,2.5568360497159164e+00
1.8600000000000000e-01,2.5981687383614518e+00,2.5578375464329963e+00
1.8700000000000000e-01,2.5995501991855150e+00,2.5588296449625241e+00
1.8800000000000000e-01,2.6009244044253417e+00,2.5598124873136245e+00
1.8900000000000000e-01,2.6022914982153389e+00,2.5607862125836087e+00
1.9000000000000000e-01,2.6036516218957244e+00,2.5617509570327561e+00
1.9100000000000000e-01,2.6050049140850611e+00,2.5627068541567981e+00
1.9200000000000000e-01,2.6063515107506086e+00,2.5636540347571901e+00
1.9300000000000000e-01,2.6076915452765186e+00,2.5645926270092496e+00
1.9400000000000001e-01,2.6090251485299873e+00,2.5655227565282348e+00
1.9500000000000001e-01,2.6103524489254233e+00,2.5664445464334316e+00
1.9600000000000001e-01,2.6116735724866866e+00,2.5673581174103277e+00
1.9700000000000001e-01,2.6129886429075020e+00,2.5682635877709319e+00
1.9800000000000001e-01,2.6142977816100683e+00,2.5691610735123058e+00
1.9900000000000001e-01,2.6156011078019521e+00,2.5700506883733687e+00
2.0000000000000001e-01,2.6168987385313196e+00,2.5709325438900361e+00
2.0100000000000001e-01,2.6181907887405536e+00,2.5718067494487489e+00
2.0200000000000001e-01,2.6194773713183301e+00,2.5726734123384403e+00
2.0300000000000001e-01,2.6207585971501772e+00,2.5735326378010082e+00
2.0399999999999999e-01,2.6220345751676022e+00,2.5743845290803260e+00
2.0499999999999999e-01,2.6233054123958035e+00,2.5752291874698550e+00
2.0599999999999999e-01,2.6245712140000359e+00,2.5760667123588945e+00
2.0699999999999999e-01,2.6258320833306574e+00,2.5768972012775198e+00
2.0799999999999999e-01,2.6270881219669255e+00,2.5777207499402541e+00
2.0899999999999999e-01,2.6283394297595493e+00,2.5785374522885052e+00
2.0999999999999999e-01,2.6295861048720690e+00,2.5793474005318222e+00
2.1099999999999999e-01,2.6308282438210870e+00,2.5801506851879954e+00
2.1199999999999999e-01,2.6320659415153882e+00,2.5809473951220490e+00
2.1299999999999999e-01,2.6332992912939859e+00,2.5817376175841544e+00
2.1400000000000000e-01,2.6345283849631338e+00,2.5825214382465043e+00
2.1500000000000000e-01,2.6357533128323292e+00,2.5832989412391734e+00
2.1600000000000000e-01,2.6369741637493420e+00,2.5840702091850085e+00
2.1700000000000000e-01,2.6381910251342990e+00,2.5848353232335670e+00
2.1800000000000000e-01,2.6394039830128686e+00,2.5855943630941436e+00
2.1900000000000000e-01,2.6406131220485389e+00,2.5863474070679078e+00
2.2000000000000000e-01,2.6418185255740640e+00,2.5870945320791807e+00
2.2100000000000000e-01,2.6430202756220598e+00,2.5878358137058814e+00
2.2200000000000000e-01,2.6442184529548092e+00,2.5885713262091654e+00
2.2300000000000000e-01,2.6454131370932830e+00,2.5893011425622783e+00
2.2400000000000000e-01,2.6466044063454093e+00,2.5900253344786561e+00
2.2500000000000001e-01,2.6477923378336041e+00,2.5907439724392849e+00
2.2600000000000001e-01,2.6489770075216001e+00,2.5914571257193506e+00
2.2700000000000001e-01,2.6501584902405839e+00,2.5921648624141991e+00
2.2800000000000001e-01,2.6513368597146663e+00,2.5928672494646219e+00
2.2900000000000001e-01,2.6525121885857104e+00,2.5935643526814953e+00
2.3000000000000001e-01,2.6536845484375160e+00,2.5942562367697866e+00
2.3100000000000001e-01,2.6548540098194229e+00,2.5949429653519478e+00
2.3200000000000001e-01,2.6560206422692976e+00,2.5956246009907185e+00
2.3300000000000001e-01,2.6571845143359605e+00,2.5963012052113483e+00
2.3400000000000001e-01,2.6583456936010572e+00,2.5969728385232638e+00
2.3499999999999999e-01,2.6595042467003824e+00,2.5976395604411886e+00
2.3599999999999999e-01,2.6606602393446859e+00,2.5983014295057396e+00
2.3699999999999999e-01,2.6618137363399743e+00,2.5989585033035092e+00
2.3799999999999999e-01,2.6629648016073046e+00,2.5996108384866505e+00
2.3899999999999999e-01,2.6641134982021191e+00,2.6002584907919819e+00
2.3999999999999999e-01,2.6652598883330914e+00,2.6009015150596189e+00
2.4099999999999999e-01,2.6664040333805406e+00,2.6015399652511544e+00
2.4199999999999999e-01,2.6675459939143980e+00,2.6021738944673927e+00
2.4299999999999999e-01,2.6686858297117433e+00,2.6028033549656580e+00
2.4399999999999999e-01,2.6698235997739364e+00,2.6034283981766784e+00
2.4500000000000000e-01,2.6709593623433334e+00,2.6040490747210705e+00
2.4600000000000000e-01,2.6720931749196262e+00,2.6046654344254261e+00
2.4700000000000000e-01,2.6732250942757956e+00,2.6052775263380124e+00
2.4800000000000000e-01,2.6743551764736839e+00,2.6058853987441060e+00
2.4900000000000000e-01,2.6754834768792293e+00,2.6064890991809562e+00
2.5000000000000000e-01,2.6766100501773344e+00,2.6070886744524016e+00
2.5100000000000000e-01,2.6777349503864074e+00,2.6076841706431395e+00
2.5200000000000000e-01,2.6788582308725584e+00,2.6082756331326649e+00
2.5300000000000000e-01,2.6799799443634922e+00,2.6088631066088817e+00
2.5400000000000000e-01,2.6811001429620727e+00,2.6094466350813996e+00
2.5500000000000000e-01,2.6822188781595973e+00,2.6100262618945251e+00
2.5600000000000001e-01,2.6833362008487702e+00,2.6106020297399493e+00
2.5700000000000001e-01,2.6844521613363859e+00,2.6111739806691490e+00
2.5800000000000001e-01,2.6855668093557332e+00,2.6117421561055023e+00
2.5900000000000001e-01,2.6866801940787379e+00,2.6123065968561283e+00
2.6000000000000001e-01,2.6877923641278296e+00,2.6128673431234604e+00
2.6100000000000001e-01,2.6889033675875540e+00,2.6134244345165554e+00
2.6200000000000001e-01,2.6900132520159357e+00,2.6139779100621494e+00
2.6300000000000001e-01,2.6911220644555995e+00,2.6145278082154686e+00
2.6400000000000001e-01,2.6922298514446497e+00,2.6150741668707926e+00
2.6500000000000001e-01,2.6933366590273216e+00,2.6156170233717901e+00
2.6600000000000001e-01,2.6944425327644073e+00,2.6161564145216185e+00
2.6700000000000002e-01,2.6955475177434680e+00,2.6166923765928058e+00
2.6800000000000002e-01,2.6966516585888169e+00,2.6172249453369139e+00
2.6900000000000002e-01,2.6977549994713144e+00,2.6177541559939868e+00
2.7000000000000002e-01,2.6988575841179525e+00,2.6182800433017985e+00
2.7100000000000002e-01,2.6999594558212356e+00,2.6188026415048937e+00
2.7200000000000002e-01,2.7010606574483864e+00,2.6193219843634381e+00
2.7300000000000002e-01,2.7021612314503436e+00,2.6198381051618718e+00
2.7400000000000002e-01,2.7032612198706008e+00,2.6203510367173828e+00
2.7500000000000002e-01,2.7043606643538443e+00,2.6208608113881930e+00
2.7600000000000002e-01,2.7054596061544469e+00,2.6213674610816726e+00
2.7700000000000002e-01,2.7065580861447618e+00,2.6218710172622770e+00
2.7800000000000002e-01,2.7076561448232761e+00,2.6223715109593191e+00
2.7900000000000003e-01,2.7087538223225991e+00,2.6228689727745751e+00
2.8000000000000003e-01,2.7098511584172851e+00,2.6233634328897324e+00
2.8100000000000003e-01,2.7109481925315211e+00,2.6238549210736788e+00
2.8199999999999997e-01,2.7120449637466515e+00,2.6243434666896404e+00
2.8299999999999997e-01,2.7131415108085704e+00,2.6248290987021718e+00
2.8399999999999997e-01,2.7142378721349618e+00,2.6253118456840006e+00
2.8499999999999998e-01,2.7153340858224269e+00,2.6257917358227294e+00
2.8599999999999998e-01,2.7164301896534346e+00,2.6262687969274010e+00
2.8699999999999998e-01,2.7175262211031948e+00,2.6267430564349281e+00
2.8799999999999998e-01,2.7186222173463594e+00,2.6272145414163921e+00
2.8899999999999998e-01,2.7197182152636339e+00,2.6276832785832132e+00
2.8999999999999998e-01,2.7208142514482452e+00,2.6281492942931930e+00
2.9099999999999998e-01,2.7219103622123026e+00,2.6286126145564399e+00
2.9199999999999998e-01,2.7230065835930484e+00,2.6290732650411694e+00
2.9299999999999998e-01,2.7241029513589794e+00,2.6295312710793906e+00
2.9399999999999998e-01,2.7251995010158852e+00,2.6299866576724780e+00
2.9499999999999998e-01,2.7262962678127560e+00,2.6304394494966337e+00
2.9599999999999999e-01,2.7273932867476063e+00,2.6308896709082377e+00
2.9699999999999999e-01,2.7284905925731806e+00,2.6313373459490945e+00
2.9799999999999999e-01,2.7295882198025776e+00,2.6317824983515750e+00
2.9899999999999999e-01,2.7306862027147640e+00,2.6322251515436577e+00
2.9999999999999999e-01,2.7317845753600016e+00,2.6326653286538706e+00
3.0099999999999999e-01,2.7328833715651899e+00,2.6331030525161361e+00
3.0199999999999999e-01,2.7339826249391019e+00,2.6335383456745207e+00
3.0299999999999999e-01,2.7350823688775514e+00,2.6339712303878962e+00
3.0399999999999999e-01,2.7361826365684609e+00,2.6344017286345038e+00
3.0499999999999999e-01,2.7372834609968639e+00,2.6348298621164368e+00
3.0599999999999999e-01,2.7383848749498112e+00,2.6352556522640329e+00
3.0700000000000000e-01,2.7394869110212001e+00,2.6356791202401846e+00
3.0800000000000000e-01,2.7405896016165423e+00,2.6361002869445644e+00
3.0900000000000000e-01,2.7416929789576354e+00,2.6365191730177719e+00
3.1000000000000000e-01,2.7427970750871813e+00,2.6369357988454021e+00
3.1100000000000000e-01,2.7439019218733218e+00,2.6373501845620346e+00
3.1200000000000000e-01,2.7450075510141021e+00,2.6377623500551506e+00
3.1300000000000000e-01,2.7461139940418868e+00,2.6381723149689713e+00
3.1400000000000000e-01,2.7472212823276809e+00,2.6385800987082311e+00
3.1500000000000000e-01,2.7483294470854136e+00,2.6389857204418741e+00
3.1600000000000000e-01,2.7494385193761408e+00,2.6393891991066849e+00
3.1700000000000000e-01,2.7505485301121961e+00,2.6397905534108528e+00
3.1800000000000000e-01,2.7516595100612835e+00,2.6401898018374652e+00
3.1900000000000001e-01,2.7527714898504994e+00,2.6405869626479426e+00
3.2000000000000001e-01,2.7538844999703178e+00,2.6409820538854079e+00
3.2100000000000001e-01,2.7549985707785005e+00,2.6413750933779903e+00
3.2200000000000001e-01,2.7561137325039708e+00,2.6417660987420759e+00
3.2300000000000001e-01,2.7572300152506215e+00,2.6421550873854938e+00
3.2400000000000001e-01,2.7583474490010831e+00,2.6425420765106451e+00
3.2500000000000001e-01,2.7594660636204260e+00,2.6429270831175775e+00
3.2600000000000001e-01,2.7605858888598318e+00,2.6433101240070007e+00
3.2700000000000001e-01,2.7617069543602208e+00,2.6436912157832531e+00
3.2800000000000001e-01,2.7628292896557984e+00,2.6440703748572068e+00
3.2900000000000001e-01,2.7639529241776017e+00,2.6444476174491318e+00
3.3000000000000002e-01,2.7650778872569788e+00,2.6448229595914974e+00
3.3100000000000002e-01,2.7662042081290190e+00,2.6451964171317326e+00
3.3200000000000002e-01,2.7673319159359617e+00,2.6455680057349338e+00
3.3300000000000002e-01,2.7684610397305547e+00,2.6459377408865246e+00
3.3400000000000002e-01,2.7695916084793661e+00,2.6463056378948706e+00
3.3500000000000002e-01,2.7707236510660658e+00,2.6466717118938448e+00
3.3600000000000002e-01,2.7718571962946856e+00,2.6470359778453529e+00
3.3700000000000002e-01,2.7729922728928025e+00,2.6473984505418109e+00
3.3800000000000002e-01,2.7741289095147246e+00,2.6477591446085791e+00
3.3900000000000002e-01,2.7752671347446367e+00,2.6481180745063586e+00
3.4000000000000002e-01,2.7764069770996880e+00,2.6484752545335404e+00
3.4100000000000003e-01,2.7775484650330728e+00,2.6488306988285175e+00
3.4200000000000003e-01,2.7786916269370834e+00,2.6491844213719573e+00
3.4300000000000003e-01,2.7798364911460984e+00,2.6495364359890332e+00
3.4399999999999997e-01,2.7809830859395799e+00,2.6498867563516186e+00
3.4499999999999997e-01,2.7821314395450201e+00,2.6502353959804461e+00
3.4599999999999997e-01,2.7832815801408701e+00,2.6505823682472247e+00
3.4699999999999998e-01,2.7844335358594270e+00,2.6509276863767277e+00
3.4799999999999998e-01,2.7855873347897200e+00,2.6512713634488385e+00
3.4899999999999998e-01,2.7867430049803366e+00,2.6516134124005686e+00
3.4999999999999998e-01,2.7879005744422605e+00,2.6519538460280345e+00
3.5099999999999998e-01,2.7890600711516562e+00,2.6522926769884099e+00
3.5199999999999998e-01,2.7902215230526508e+00,2.6526299178018373e+00
3.5299999999999998e-01,2.7913849580600765e+00,2.6529655808533126e+00
3.5399999999999998e-01,2.7925504040622058e+00,2.6532996783945371e+00
3.5499999999999998e-01,2.7937178889234526e+00,2.6536322225457392e+00
3.5599999999999998e-01,2.7948874404870661e+00,2.6539632252974634e+00
3.5699999999999998e-01,2.7960590865777970e+00,2.6542926985123363e+00
3.5799999999999998e-01,2.7972328550045407e+00,2.6546206539267940e+00
3.5899999999999999e-01,2.7984087735629730e+00,2.6549471031527920e+00
3.5999999999999999e-01,2.7995868700381585e+00,2.6552720576794773e+00
3.6099999999999999e-01,2.8007671722071574e+00,2.6555955288748399e+00
3.6199999999999999e-01,2.8019497078415818e+00,2.6559175279873366e+00
3.6299999999999999e-01,2.8031345047101848e+00,2.6562380661474840e+00
3.6399999999999999e-01,2.8043215905813876e+00,2.6565571543694317e+00
3.6499999999999999e-01,2.8055109932258260e+00,2.6568748035525069e+00
3.6599999999999999e-01,2.8067027404188636e+00,2.6571910244827341e+00
3.6699999999999999e-01,2.8078968599431007e+00,2.6575058278343326e+00
3.6799999999999999e-01,2.8090933795908621e+00,2.6578192241711864e+00
3.6899999999999999e-01,2.8102923271666875e+00,2.6581312239482959e+00
3.7000000000000000e-01,2.8114937304897945e+00,2.6584418375132013e+00
3.7100000000000000e-01,2.8126976173965348e+00,2.6587510751073875e+00
3.7200000000000000e-01,2.8139040157428457e+00,2.6590589468676646e+00
3.7300000000000000e-01,2.8151129534066897e+00,2.6593654628275258e+00
3.7400000000000000e-01,2.8163244582904765e+00,2.6596706329184885e+00
3.7500000000000000e-01,2.8175385583234869e+00,2.6599744669714074e+00
3.7600000000000000e-01,2.8187552814642798e+00,2.6602769747177750e+00
3.7700000000000000e-01,2.8199746557030987e+00,2.6605781657909948e+00
3.7800000000000000e-01,2.8211967090642691e+00,2.6608780497276392e+00
3.7900000000000000e-01,2.8224214696085745e+00,2.6611766359686855e+00
3.8000000000000000e-01,2.8236489654356580e+00,2.6614739338607354e+00
3.8100000000000001e-01,2.8248792246863750e+00,2.6617699526572123e+00
3.8200000000000001e-01,2.8261122755451895e+00,2.6620647015195438e+00
3.8300000000000001e-01,2.8273481462425201e+00,2.6623581895183221e+00
3.8400000000000001e-01,2.8285868650571100e+00,2.6626504256344505e+00
3.8500000000000001e-01,2.8298284603183830e+00,2.6629414187602700e+00
3.8600000000000001e-01,2.8310729604087981e+00,2.6632311777006707e+00
3.8700000000000001e-01,2.8323203937662007e+00,2.6635197111741826e+00
