xi,D_torus,D_infinite
2.6400000000000001e-01,2.5331732371472082e+00,2.4259024170188455e+00
2.6500000000000001e-01,2.5350340463891281e+00,2.4269964933633492e+00
2.6600000000000001e-01,2.5368908255104232e+00,2.4280831062381942e+00
2.6700000000000002e-01,2.5387436671732440e+00,2.4291623348932392e+00
2.6800000000000002e-01,2.5405926630104210e+00,2.4302342574614038e+00
2.6900000000000002e-01,2.5424379036454008e+00,2.4312989509780181e+00
2.7000000000000002e-01,2.5442794787118013e+00,2.4323564913997870e+00
2.7100000000000002e-01,2.5461174768725856e+00,2.4334069536233609e+00
2.7200000000000002e-01,2.5479519858388673e+00,2.4344504115035370e+00
2.7300000000000002e-01,2.5497830923883495e+00,2.4354869378710906e+00
2.7400000000000002e-01,2.5516108823834287e+00,2.4365166045502513e+00
2.7500000000000002e-01,2.5534354407889355e+00,2.4375394823758247e+00
2.7600000000000002e-01,2.5552568516895566e+00,2.4385556412099745e+00
2.7700000000000002e-01,2.5570751983069138e+00,2.4395651499586708e+00
2.7800000000000002e-01,2.5588905630163388e+00,2.4405680765878088e+00
2.7900000000000003e-01,2.5607030273633229e+00,2.4415644881390111e+00
2.8000000000000003e-01,2.5625126720796687e+00,2.4425544507451131e+00
2.8100000000000003e-01,2.5643195770993397e+00,2.4435380296453504e+00
2.8199999999999997e-01,2.5661238215740196e+00,2.4445152892002397e+00
2.8299999999999997e-01,2.5679254838883967e+00,2.4454862929061729e+00
2.8399999999999997e-01,2.5697246416751494e+00,2.4464511034097263e+00
2.8499999999999998e-01,2.5715213718296797e+00,2.4474097825216869e+00
2.8599999999999998e-01,2.5733157505245767e+00,2.4483623912308108e+00
2.8699999999999998e-01,2.5751078532238152e+00,2.4493089897173110e+00
2.8799999999999998e-01,2.5768977546967049e+00,2.4502496373660869e+00
2.8899999999999998e-01,2.5786855290315973e+00,2.4511843927796977e+00
2.8999999999999998e-01,2.5804712496493418e+00,2.4521133137910875e+00
2.9099999999999998e-01,2.5822549893165139e+00,2.4530364574760650e+00
2.9199999999999998e-01,2.5840368201584072e+00,2.4539538801655452e+00
2.9299999999999998e-01,2.5858168136718036e+00,2.4548656374575595e+00
2.9399999999999998e-01,2.5875950407375266e+00,2.4557717842290336e+00
2.9499999999999998e-01,2.5893715716327641e+00,2.4566723746473458e+00
2.9599999999999999e-01,2.5911464760432068e+00,2.4575674621816650e+00
2.9699999999999999e-01,2.5929198230749537e+00,2.4584570996140758e+00
2.9799999999999999e-01,2.5946916812662408e+00,2.4593413390504928e+00
2.9899999999999999e-01,2.5964621185989563e+00,2.4602202319313728e+00
2.9999999999999999e-01,2.5982312025099707e+00,2.4610938290422233e+00
3.0099999999999999e-01,2.5999989999022870e+00,2.4619621805239196e+00
3.0199999999999999e-01,2.6017655771559935e+00,2.4628253358828252e+00
3.0299999999999999e-01,2.6035310001390490e+00,2.4636833440007266e+00
3.0399999999999999e-01,2.6052953342178893e+00,2.4645362531445874e+00
3.0499999999999999e-01,2.6070586442678620e+00,2.4653841109761157e+00
3.0599999999999999e-01,2.6088209946834993e+00,2.4662269645611623e+00
3.0700000000000000e-01,2.6105824493886223e+00,2.4670648603789411e+00
3.0800000000000000e-01,2.6123430718462863e+00,2.4678978443310853e+00
3.0900000000000000e-01,2.6141029250685763e+00,2.4687259617505353e+00
3.1000000000000000e-01,2.6158620716262462e+00,2.4695492574102662e+00
3.1100000000000000e-01,2.6176205736582054e+00,2.4703677755318552e+00
3.1200000000000000e-01,2.6193784928808697e+00,2.4711815597938971e+00
3.1300000000000000e-01,2.6211358905973654e+00,2.4719906533402667e+00
3.1400000000000000e-01,2.6228928277065866e+00,2.4727950987882279e+00
3.1500000000000000e-01,2.6246493647121381e+00,2.4735949382364062e+00
3.1600000000000000e-01,2.6264055617311226e+00,2.4743902132726094e+00
3.1700000000000000e-01,2.6281614785028098e+00,2.4751809649815151e+00
3.1800000000000000e-01,2.6299171743971863e+00,2.4759672339522183e+00
3.1900000000000001e-01,2.6316727084233640e+00,2.4767490602856439e+00
3.2000000000000001e-01,2.6334281392378878e+00,2.4775264836018325e+00
3.2100000000000001e-01,2.6351835251529052e+00,2.4782995430470911e+00
3.2200000000000001e-01,2.6369389241442391e+00,2.4790682773010242e+00
3.2300000000000001e-01,2.6386943938593426e+00,2.4798327245834364e+00
3.2400000000000001e-01,2.6404499916251343e+00,2.4805929226611152e+00
3.2500000000000001e-01,2.6422057744557379e+00,2.4813489088544989e+00
3.2600000000000001e-01,2.6439617990601141e+00,2.4821007200442220e+00
3.2700000000000001e-01,2.6457181218495887e+00,2.4828483926775524e+00
3.2800000000000001e-01,2.6474747989452827e+00,2.4835919627747129e+00
3.2900000000000001e-01,2.6492318861854405e+00,2.4843314659350968e+00
3.3000000000000002e-01,2.6509894391326720e+00,2.4850669373433725e+00
3.3100000000000002e-01,2.6527475130810907e+00,2.4857984117754870e+00
3.3200000000000002e-01,2.6545061630633660e+00,2.4865259236045629e+00
3.3300000000000002e-01,2.6562654438576963e+00,2.4872495068066969e+00
3.3400000000000002e-01,2.6580254099946750e+00,2.4879691949666585e+00
3.3500000000000002e-01,2.6597861157640899e+00,2.4886850212834908e+00
3.3600000000000002e-01,2.6615476152216364e+00,2.4893970185760166e+00
3.3700000000000002e-01,2.6633099621955432e+00,2.4901052192882545e+00
3.3800000000000002e-01,2.6650732102931274e+00,2.4908096554947363e+00
3.3900000000000002e-01,2.6668374129072729e+00,2.4915103589057415e+00
3.4000000000000002e-01,2.6686026232228279e+00,2.4922073608724418e+00
3.4100000000000003e-01,2.6703688942229329e+00,2.4929006923919563e+00
3.4200000000000003e-01,2.6721362786952887e+00,2.4935903841123284e+00
3.4300000000000003e-01,2.6739048292383316e+00,2.4942764663374128e+00
3.4399999999999997e-01,2.6756745982673653e+00,2.4949589690316860e+00
3.4499999999999997e-01,2.6774456380206111e+00,2.4956379218249749e+00
3.4599999999999997e-01,2.6792180005652062e+00,2.4963133540171083e+00
3.4699999999999998e-01,2.6809917378031258e+00,2.4969852945824900e+00
3.4799999999999998e-01,2.6827669014770619e+00,2.4976537721745977e+00
3.4899999999999998e-01,2.6845435431762246e+00,2.4983188151304083e+00
3.4999999999999998e-01,2.6863217143421001e+00,2.4989804514747505e+00
3.5099999999999998e-01,2.6881014662741474e+00,2.4996387089245840e+00
3.5199999999999998e-01,2.6898828501354388e+00,2.5002936148932142e+00
3.5299999999999998e-01,2.6916659169582524e+00,2.5009451964944311e+00
3.5399999999999998e-01,2.6934507176496099e+00,2.5015934805465894e+00
3.5499999999999998e-01,2.6952373029967598e+00,2.5022384935766135e+00
3.5599999999999998e-01,2.6970257236726245e+00,2.5028802618239463e+00
3.5699999999999998e-01,2.6988160302411881e+00,2.5035188112444300e+00
3.5799999999999998e-01,2.7006082731628456e+00,2.5041541675141237e+00
3.5899999999999999e-01,2.7024025027997016e+00,2.5047863560330623e+00
3.5999999999999999e-01,2.7041987694208323e+00,2.5054154019289552e+00
3.6099999999999999e-01,2.7059971232075033e+00,2.5060413300608255e+00
3.6199999999999999e-01,2.7077976142583413e+00,2.5066641650225887e+00
3.6299999999999999e-01,2.7096002925944807e+00,2.5072839311465800e+00
3.6399999999999999e-01,2.7114052081646496e+00,2.5079006525070220e+00
3.6499999999999999e-01,2.7132124108502444e+00,2.5085143529234371e+00
3.6599999999999999e-01,2.7150219504703510e+00,2.5091250559640104e+00
3.6699999999999999e-01,2.7168338767867350e+00,2.5097327849488944e+00
3.6799999999999999e-01,2.7186482395088065e+00,2.5103375629534663e+00
3.6899999999999999e-01,2.7204650882985453e+00,2.5109394128115325e+00
3.7000000000000000e-01,2.7222844727753919e+00,2.5115383571184822e+00
3.7100000000000000e-01,2.7241064425211197e+00,2.5121344182343939e+00
3.7200000000000000e-01,2.7259310470846714e+00,2.5127276182870939e+00
3.7300000000000000e-01,2.7277583359869686e+00,2.5133179791751643e+00
3.7400000000000000e-01,2.7295883587256924e+00,2.5139055225709082e+00
3.7500000000000000e-01,2.7314211647800439e+00,2.5144902699232676e+00
3.7600000000000000e-01,2.7332568036154790e+00,2.5150722424606964e+00
3.7700000000000000e-01,2.7350953246884142e+00,2.5156514611939897e+00
3.7800000000000000e-01,2.7369367774509210e+00,2.5162279469190700e+00
3.7900000000000000e-01,2.7387812113553847e+00,2.5168017202197301e+00
3.8000000000000000e-01,2.7406286758591563e+00,2.5173728014703345e+00
3.8100000000000001e-01,2.7424792204291770e+00,2.5179412108384827e+00
3.8200000000000001e-01,2.7443328945465875e+00,2.5185069682876251e+00
3.8300000000000001e-01,2.7461897477113184e+00,2.5190700935796486e+00
3.8400000000000001e-01,2.7480498294466642e+00,2.5196306062774152e+00
3.8500000000000001e-01,2.7499131893038462e+00,2.5201885257472676e+00
3.8600000000000001e-01,2.7517798768665536e+00,2.5207438711614936e+00
3.8700000000000001e-01,2.7536499417554769e+00,2.5212966615007577e+00
