r_over_L,torus_deltaV_over_Q2,infinite_plane_deltaV_over_Q2
4.9000000000000002e-02,1.5427851462353745e-01,1.5487902496908632e-01
5.0000000000000003e-02,1.5701778599915625e-01,1.5764308802121108e-01
5.0999999999999997e-02,1.5971681212582570e-01,1.6036740918890630e-01
5.1999999999999998e-02,1.6237643777738028e-01,1.6305283339756219e-01
5.2999999999999999e-02,1.6499749975660707e-01,1.6570019760698107e-01
5.3999999999999999e-02,1.6758082482444725e-01,1.6831032873806906e-01
5.5000000000000000e-02,1.7012722800857508e-01,1.7088404197904128e-01
5.6000000000000001e-02,1.7263751123495646e-01,1.7342213941703688e-01
5.7000000000000002e-02,1.7511246223579133e-01,1.7592540894841369e-01
5.8000000000000003e-02,1.7755285369583701e-01,1.7839462342736329e-01
5.8999999999999997e-02,1.7995944260448540e-01,1.8083054001800228e-01
5.9999999999999998e-02,1.8233296978345687e-01,1.8323389971985696e-01
6.0999999999999999e-02,1.8467415956193037e-01,1.8560542704077937e-01
6.2000000000000000e-02,1.8698371957457072e-01,1.8794582979489283e-01
6.3000000000000000e-02,1.8926234066310485e-01,1.9025579900624112e-01
6.4000000000000001e-02,1.9151069686686364e-01,1.9253600890147929e-01
6.5000000000000002e-02,1.9372944549000765e-01,1.9478711697724096e-01
6.6000000000000003e-02,1.9591922723314259e-01,1.9700976412981117e-01
6.7000000000000004e-02,1.9808066637672864e-01,1.9920457483644885e-01
6.8000000000000005e-02,2.0021437100509315e-01,2.0137215737919709e-01
6.9000000000000006e-02,2.0232093326302414e-01,2.0351310410330137e-01
7.0000000000000007e-02,2.0440092964000722e-01,2.0562799170347434e-01
7.0999999999999994e-02,2.0645492127827544e-01,2.0771738153220579e-01
7.1999999999999995e-02,2.0848345429991053e-01,2.0978181992515271e-01
7.2999999999999995e-02,2.1048706014704105e-01,2.1182183853936390e-01
7.3999999999999996e-02,2.1246625592959559e-01,2.1383795470071920e-01
7.4999999999999997e-02,2.1442154477726921e-01,2.1583067175750204e-01
7.5999999999999998e-02,2.1635341619469442e-01,2.1780047943749131e-01
7.6999999999999999e-02,2.1826234641947662e-01,2.1974785420636300e-01
7.8000000000000000e-02,2.2014879878154830e-01,2.2167325962553899e-01
7.9000000000000001e-02,2.2201322406077553e-01,2.2357714670792450e-01
8.0000000000000002e-02,2.2385606083969958e-01,2.2545995427023280e-01
8.1000000000000003e-02,2.2567773584996351e-01,2.2732210928082347e-01
8.2000000000000003e-02,2.2747866431295863e-01,2.2916402720217119e-01
8.3000000000000004e-02,2.2925925027574887e-01,2.3098611232725078e-01
8.4000000000000005e-02,2.3101988694211537e-01,2.3278875810926594e-01
8.5000000000000006e-02,2.3276095699696064e-01,2.3457234748427405e-01
8.5999999999999993e-02,2.3448283292198618e-01,2.3633725318636248e-01
8.6999999999999994e-02,2.3618587730193935e-01,2.3808383805512459e-01
8.7999999999999995e-02,2.3787044312247854e-01,2.3981245533525913e-01
8.8999999999999996e-02,2.3953687406124280e-01,2.4152344896818265e-01
8.9999999999999997e-02,2.4118550477256651e-01,2.4321715387560103e-01
9.0999999999999998e-02,2.4281666116469330e-01,2.4489389623503163e-01
9.1999999999999998e-02,2.4443066066786295e-01,2.4655399374730932e-01
9.2999999999999999e-02,2.4602781249279873e-01,2.4819775589614052e-01
9.4000000000000000e-02,2.4760841788075624e-01,2.4982548419979889e-01
9.5000000000000001e-02,2.4917277034685686e-01,2.5143747245507753e-01
9.6000000000000002e-02,2.5072115591741923e-01,2.5303400697363232e-01
9.7000000000000003e-02,2.5225385336044742e-01,2.5461536681086483e-01
9.8000000000000004e-02,2.5377113440786636e-01,2.5618182398750589e-01
9.9000000000000005e-02,2.5527326396905869e-01,2.5773364370406959e-01
1.0000000000000001e-01,2.5676050033680403e-01,2.5927108454835512e-01
1.0100000000000001e-01,2.5823309538732392e-01,2.6079439869617754e-01
1.0199999999999999e-01,2.5969129477527203e-01,2.6230383210551328e-01
1.0299999999999999e-01,2.6113533812300388e-01,2.6379962470424650e-01
1.0400000000000000e-01,2.6256545920282343e-01,2.6528201057170470e-01
1.0500000000000000e-01,2.6398188611171713e-01,2.6675121811417030e-01
1.0600000000000000e-01,2.6538484143954821e-01,2.6820747023455388e-01
1.0700000000000000e-01,2.6677454243233112e-01,2.6965098449641400e-01
1.0800000000000000e-01,2.6815120115148960e-01,2.7108197328250389e-01
1.0900000000000000e-01,2.6951502462855015e-01,2.7250064394802415e-01
1.1000000000000000e-01,2.7086621501404273e-01,2.7390719896875632e-01
1.1100000000000000e-01,2.7220496972003666e-01,2.7530183608424874e-01
1.1200000000000000e-01,2.7353148155714468e-01,2.7668474843622126e-01
1.1300000000000000e-01,2.7484593886752007e-01,2.7805612470235297e-01
1.1400000000000000e-01,2.7614852565476772e-01,2.7941614922561081e-01
1.1500000000000000e-01,2.7743942171033198e-01,2.8076500213927397e-01
1.1600000000000001e-01,2.7871880273517741e-01,2.8210285948780395e-01
1.1700000000000001e-01,2.7998684045612204e-01,2.8342989334370550e-01
1.1799999999999999e-01,2.8124370273750704e-01,2.8474627192051938e-01
1.1899999999999999e-01,2.8248955368962708e-01,2.8605215968208436e-01
1.2000000000000000e-01,2.8372455377485700e-01,2.8734771744819854e-01
1.2100000000000000e-01,2.8494885991112873e-01,2.8863310249680996e-01
1.2200000000000000e-01,2.8616262557161709e-01,2.8990846866285819e-01
1.2300000000000000e-01,2.8736600087994318e-01,2.9117396643388743e-01
1.2400000000000000e-01,2.8855913270142169e-01,2.9242974304254449e-01
1.2500000000000000e-01,2.8974216473169795e-01,2.9367594255607465e-01
1.2600000000000000e-01,2.9091523758369725e-01,2.9491270596292107e-01
1.2700000000000000e-01,2.9207848887264182e-01,2.9614017125653158e-01
1.2800000000000000e-01,2.9323205329803903e-01,2.9735847351647221e-01
1.2900000000000000e-01,2.9437606272189415e-01,2.9856774498694355e-01
1.3000000000000000e-01,2.9551064624354817e-01,2.9976811515279250e-01
1.3100000000000001e-01,2.9663593027238860e-01,3.0095971081310779e-01
1.3200000000000001e-01,2.9775203859936067e-01,3.0214265615248609e-01
1.3300000000000001e-01,2.9885909246711989e-01,3.0331707281004994e-01
1.3400000000000001e-01,2.9995721063778008e-01,3.0448307994629870e-01
1.3500000000000001e-01,3.0104650945746669e-01,3.0564079430786717e-01
1.3600000000000001e-01,3.0212710291796646e-01,3.0679033029026748e-01
1.3700000000000001e-01,3.0319910271660777e-01,3.0793179999868320e-01
1.3800000000000001e-01,3.0426261831533447e-01,3.0906531330688608e-01
1.3900000000000001e-01,3.0531775699886221e-01,3.1019097791433919e-01
1.4000000000000001e-01,3.0636462393094688e-01,3.1130889940155099e-01
1.4099999999999999e-01,3.0740332220793865e-01,3.1241918128374069e-01
1.4199999999999999e-01,3.0843395290980069e-01,3.1352192506287363e-01
1.4299999999999999e-01,3.0945661514964384e-01,3.1461723027812272e-01
1.4399999999999999e-01,3.1047140612273666e-01,3.1570519455481116e-01
1.4499999999999999e-01,3.1147842115495122e-01,3.1678591365188730e-01
1.4599999999999999e-01,3.1247775374975395e-01,3.1785948150798293e-01
1.4699999999999999e-01,3.1346949563286847e-01,3.1892599028610352e-01
1.4799999999999999e-01,3.1445373679470195e-01,3.1998553041699573e-01
1.4899999999999999e-01,3.1543056553150184e-01,3.2103819064123879e-01
1.4999999999999999e-01,3.1640006848619467e-01,3.2208405805010148e-01
1.5100000000000000e-01,3.1736233068894953e-01,3.2312321812520683e-01
1.5200000000000000e-01,3.1831743559662257e-01,3.2415575477704500e-01
1.5300000000000000e-01,3.1926546513021281e-01,3.2518175038237207e-01
1.5400000000000000e-01,3.2020649971032022e-01,3.2620128582053232e-01
1.5500000000000000e-01,3.2114061829148810e-01,3.2721444050873949e-01
1.5600000000000000e-01,3.2206789839638011e-01,3.2822129243635234e-01
1.5700000000000000e-01,3.2298841614990503e-01,3.2922191819817592e-01
1.5800000000000000e-01,3.2390224631251174e-01,3.3021639302682243e-01
1.5900000000000000e-01,3.2480946231176883e-01,3.3120479082416082e-01
1.6000000000000000e-01,3.2571013627214579e-01,3.3218718419188620e-01
1.6100000000000000e-01,3.2660433904379138e-01,3.3316364446123686e-01
1.6200000000000001e-01,3.2749214023125922e-01,3.3413424172188561e-01
1.6300000000000001e-01,3.2837360822234191e-01,3.3509904485003472e-01
1.6400000000000001e-01,3.2924881021632696e-01,3.3605812153573661e-01
1.6500000000000001e-01,3.3011781225077036e-01,3.3701153830946745e-01
1.6600000000000001e-01,3.3098067922662872e-01,3.3795936056797665e-01
1.6700000000000001e-01,3.3183747493248000e-01,3.3890165259943494e-01
1.6800000000000001e-01,3.3268826206875379e-01,3.3983847760790370e-01
1.6900000000000001e-01,3.3353310227221378e-01,3.4076989773714600e-01
1.7000000000000001e-01,3.3437205614005272e-01,3.4169597409380126e-01
1.7100000000000001e-01,3.3520518325271381e-01,3.4261676676994240e-01
1.7199999999999999e-01,3.3603254219520917e-01,3.4353233486503465e-01
1.7299999999999999e-01,3.3685419057758453e-01,3.4444273650731516e-01
1.7399999999999999e-01,3.3767018505542828e-01,3.4534802887461047e-01
1.7499999999999999e-01,3.3848058135075026e-01,3.4624826821460986e-01
1.7599999999999999e-01,3.3928543427262647e-01,3.4714350986461051e-01
1.7699999999999999e-01,3.4008479773676215e-01,3.4803380827075142e-01
1.7799999999999999e-01,3.4087872478365755e-01,3.4891921700674983e-01
1.7899999999999999e-01,3.4166726759596361e-01,3.4979978879215795e-01
1.7999999999999999e-01,3.4245047751591129e-01,3.5067557551015105e-01
1.8099999999999999e-01,3.4322840506317170e-01,3.5154662822486410e-01
1.8200000000000000e-01,3.4400109995264105e-01,3.5241299719828861e-01
1.8300000000000000e-01,3.4476861111128970e-01,3.5327473190674197e-01
1.8400000000000000e-01,3.4553098669372240e-01,3.5413188105692511e-01
1.8500000000000000e-01,3.4628827409695101e-01,3.5498449260157694e-01
1.8600000000000000e-01,3.4704051997524815e-01,3.5583261375473929e-01
1.8700000000000000e-01,3.4778777025548613e-01,3.5667629100664400e-01
1.8800000000000000e-01,3.4853007015252241e-01,3.5751557013823210e-01
1.8900000000000000e-01,3.4926746418379012e-01,3.5835049623531623e-01
1.9000000000000000e-01,3.4999999618268718e-01,3.5918111370239686e-01
1.9100000000000000e-01,3.5072770931119784e-01,3.6000746627614155e-01
1.9200000000000000e-01,3.5145064607258736e-01,3.6082959703853756e-01
1.9300000000000000e-01,3.5216884832461759e-01,3.6164754842972696e-01
1.9400000000000001e-01,3.5288235729291312e-01,3.6246136226053272e-01
1.9500000000000001e-01,3.5359121358365925e-01,3.6327107972468536e-01
1.9600000000000001e-01,3.5429545719518241e-01,3.6407674141075819e-01
1.9700000000000001e-01,3.5499512752876694e-01,3.6487838731381861e-01
1.9800000000000001e-01,3.5569026339953497e-01,3.6567605684680488e-01
1.9900000000000001e-01,3.5638090304786396e-01,3.6646978885163500e-01
2.0000000000000001e-01,3.5706708415104615e-01,3.6725962161005465e-01
2.0100000000000001e-01,3.5774884383439626e-01,3.6804559285423288e-01
2.0200000000000001e-01,3.5842621868130986e-01,3.6882773977711120e-01
2.0300000000000001e-01,3.5909924474257193e-01,3.6960609904251329e-01
2.0399999999999999e-01,3.5976795754569835e-01,3.7038070679502161e-01
2.0499999999999999e-01,3.6043239210482714e-01,3.7115159866962821e-01
2.0599999999999999e-01,3.6109258293092789e-01,3.7191880980116382e-01
2.0699999999999999e-01,3.6174856404155858e-01,3.7268237483351369e-01
2.0799999999999999e-01,3.6240036896965655e-01,3.7344232792862364e-01
2.0899999999999999e-01,3.6304803077156506e-01,3.7419870277530365e-01
2.0999999999999999e-01,3.6369158203507546e-01,3.7495153259783343e-01
2.1099999999999999e-01,3.6433105488801321e-01,3.7570085016437499e-01
2.1199999999999999e-01,3.6496648100720930e-01,3.7644668779519858e-01
2.1299999999999999e-01,3.6559789162711409e-01,3.7718907737072527e-01
2.1400000000000000e-01,3.6622531754750570e-01,3.7792805033939247e-01
2.1500000000000000e-01,3.6684878914045099e-01,3.7866363772534595e-01
2.1600000000000000e-01,3.6746833635722920e-01,3.7939587013596304e-01
2.1700000000000000e-01,3.6808398873580606e-01,3.8012477776921205e-01
2.1800000000000000e-01,3.6869577540873599e-01,3.8085039042085161e-01
2.1900000000000000e-01,3.6930372511080267e-01,3.8157273749147358e-01
2.2000000000000000e-01,3.6990786618581867e-01,3.8229184799339455e-01
2.2100000000000000e-01,3.7050822659267113e-01,3.8300775055739922e-01
2.2200000000000000e-01,3.7110483391129928e-01,3.8372047343933924e-01
2.2300000000000000e-01,3.7169771534920981e-01,3.8443004452659174e-01
2.2400000000000000e-01,3.7228689774845364e-01,3.8513649134438033e-01
2.2500000000000001e-01,3.7287240759243584e-01,3.8583984106196284e-01
2.2600000000000001e-01,3.7345427101193862e-01,3.8654012049868858e-01
2.2700000000000001e-01,3.7403251379039526e-01,3.8723735612992838e-01
2.2800000000000001e-01,3.7460716136905881e-01,3.8793157409288109e-01
2.2900000000000001e-01,3.7517823885267682e-01,3.8862280019225887e-01
2.3000000000000001e-01,3.7574577101568307e-01,3.8931105990585457e-01
2.3100000000000001e-01,3.7630978230827811e-01,3.8999637838999435e-01
2.3200000000000001e-01,3.7687029686179757e-01,3.9067878048487820e-01
2.3300000000000001e-01,3.7742733849332827e-01,3.9135829071981049e-01
2.3400000000000001e-01,3.7798093071018035e-01,3.9203493331832445e-01
2.3499999999999999e-01,3.7853109671484009e-01,3.9270873220320168e-01
2.3599999999999999e-01,3.7907785941046562e-01,3.9337971100139063e-01
2.3699999999999999e-01,3.7962124140634812e-01,3.9404789304882532e-01
2.3799999999999999e-01,3.8016126502271186e-01,3.9471330139514738e-01
2.3899999999999999e-01,3.8069795229477665e-01,3.9537595880833359e-01
2.3999999999999999e-01,3.8123132497662687e-01,3.9603588777923093e-01
2.4099999999999999e-01,3.8176140454553692e-01,3.9669311052600131e-01
2.4199999999999999e-01,3.8228821220685810e-01,3.9734764899847874e-01
2.4299999999999999e-01,3.8281176889893831e-01,3.9799952488244028e-01
2.4399999999999999e-01,3.8333209529744133e-01,3.9864875960379259e-01
2.4500000000000000e-01,3.8384921181892817e-01,3.9929537433267731e-01
2.4600000000000000e-01,3.8436313862421645e-01,3.9993938998749573e-01
2.4700000000000000e-01,3.8487389562215074e-01,4.0058082723885552e-01
2.4800000000000000e-01,3.8538150247395508e-01,4.0121970651344069e-01
2.4900000000000000e-01,3.8588597859768170e-01,4.0185604799780722e-01
2.5000000000000000e-01,3.8638734317211387e-01,4.0248987164210553e-01
2.5100000000000000e-01,3.8688561513994307e-01,4.0312119716373163e-01
2.5200000000000000e-01,3.8738081321067758e-01,4.0375004405090864e-01
2.5300000000000000e-01,3.8787295586393655e-01,4.0437643156620007e-01
2.5400000000000000e-01,3.8836206135332746e-01,4.0500037874995670e-01
2.5500000000000000e-01,3.8884814771047843e-01,4.0562190442369811e-01
2.5600000000000001e-01,3.8933123274858500e-01,4.0624102719343097e-01
2.5700000000000001e-01,3.8981133406523810e-01,4.0685776545290481e-01
2.5800000000000001e-01,3.9028846904495207e-01,4.0747213738680688e-01
2.5900000000000001e-01,3.9076265486203032e-01,4.0808416097389799e-01
2.6000000000000001e-01,3.9123390848402412e-01,4.0869385399008973e-01
2.6100000000000001e-01,3.9170224667540160e-01,4.0930123401146506e-01
2.6200000000000001e-01,3.9216768600078139e-01,4.0990631841724312e-01
2.6300000000000001e-01,3.9263024282746506e-01,4.1050912439268977e-01
2.6400000000000001e-01,3.9308993332763426e-01,4.1110966893197493e-01
2.6500000000000001e-01,3.9354677348084044e-01,4.1170796884097738e-01
2.6600000000000001e-01,3.9400077907709247e-01,4.1230404074003946e-01
2.6700000000000002e-01,3.9445196572019686e-01,4.1289790106667090e-01
2.6800000000000002e-01,3.9490034883072656e-01,4.1348956607820497e-01
2.6900000000000002e-01,3.9534594364829850e-01,4.1407905185440591e-01
2.7000000000000002e-01,3.9578876523347994e-01,4.1466637430003017e-01
2.7100000000000002e-01,3.9622882846995527e-01,4.1525154914734203e-01
2.7200000000000002e-01,3.9666614806727402e-01,4.1583459195858380e-01
2.7300000000000002e-01,3.9710073856390321e-01,4.1641551812840316e-01
2.7400000000000002e-01,3.9753261432996084e-01,4.1699434288623710e-01
2.7500000000000002e-01,3.9796178956927553e-01,4.1757108129865345e-01
2.7600000000000002e-01,3.9838827832104862e-01,4.1814574827165224e-01
2.7700000000000002e-01,3.9881209446172561e-01,4.1871835855292616e-01
2.7800000000000002e-01,3.9923325170744733e-01,4.1928892673408169e-01
2.7900000000000003e-01,3.9965176361684052e-01,4.1985746725282208e-01
2.8000000000000003e-01,4.0006764359354186e-01,4.2042399439509193e-01
2.8100000000000003e-01,4.0048090488807914e-01,4.2098852229718481e-01
2.8199999999999997e-01,4.0089156059931680e-01,4.2155106494781525e-01
2.8299999999999997e-01,4.0129962367606958e-01,4.2211163619015468e-01
2.8399999999999997e-01,4.0170510691928257e-01,4.2267024972383233e-01
2.8499999999999998e-01,4.0210802298458675e-01,4.2322691910690280e-01
2.8599999999999998e-01,4.0250838438464293e-01,4.2378165775777965e-01
2.8699999999999998e-01,4.0290620349086376e-01,4.2433447895713655e-01
2.8799999999999998e-01,4.0330149253467734e-01,4.2488539584977603e-01
2.8899999999999998e-01,4.0369426360891247e-01,4.2543442144646726e-01
2.8999999999999998e-01,4.0408452866973144e-01,4.2598156862575265e-01
2.9099999999999998e-01,4.0447229953897157e-01,4.2652685013572450e-01
2.9199999999999998e-01,4.0485758790633569e-01,4.2707027859577218e-01
2.9299999999999998e-01,4.0524040533097178e-01,4.2761186649829985e-01
2.9399999999999998e-01,4.0562076324258423e-01,4.2815162621041597e-01
2.9499999999999998e-01,4.0599867294261166e-01,4.2868956997559560e-01
2.9599999999999999e-01,4.0637414560594365e-01,4.2922570991531406e-01
2.9699999999999999e-01,4.0674719228306438e-01,4.2976005803065520e-01
2.9799999999999999e-01,4.0711782390209889e-01,4.3029262620389219e-01
2.9899999999999999e-01,4.0748605127028004e-01,4.3082342620004366e-01
2.9999999999999999e-01,4.0785188507492576e-01,4.3135246966840385e-01
3.0099999999999999e-01,4.0821533588443931e-01,4.3187976814404788e-01
3.0199999999999999e-01,4.0857641414981605e-01,4.3240533304931356e-01
3.0299999999999999e-01,4.0893513020661776e-01,4.3292917569525891e-01
3.0399999999999999e-01,4.0929149427688510e-01,4.3345130728309583e-01
3.0499999999999999e-01,4.0964551647051067e-01,4.3397173890560159e-01
3.0599999999999999e-01,4.0999720678609969e-01,4.3449048154850750e-01
3.0700000000000000e-01,4.1034657511181177e-01,4.3500754609186576e-01
3.0800000000000000e-01,4.1069363122668479e-01,4.3552294331139429e-01
3.0900000000000000e-01,4.1103838480244154e-01,4.3603668387980060e-01
3.1000000000000000e-01,4.1138084540528941e-01,4.3654877836808476e-01
3.1100000000000000e-01,4.1172102249721093e-01,4.3705923724682189e-01
3.1200000000000000e-01,4.1205892543672479e-01,4.3756807088742478e-01
3.1300000000000000e-01,4.1239456347959008e-01,4.3807528956338648e-01
3.1400000000000000e-01,4.1272794577996186e-01,4.3858090345150386e-01
3.1500000000000000e-01,4.1305908139204106e-01,4.3908492263308213e-01
3.1600000000000000e-01,4.1338797927177534e-01,4.3958735709512065e-01
3.1700000000000000e-01,4.1371464827807380e-01,4.4008821673148057e-01
3.1800000000000000e-01,4.1403909717349158e-01,4.4058751134403457e-01
3.1900000000000001e-01,4.1436133462480662e-01,4.4108525064379889e-01
3.2000000000000001e-01,4.1468136920402038e-01,4.4158144425204809e-01
3.2100000000000001e-01,4.1499920938987178e-01,4.4207610170141270e-01
3.2200000000000001e-01,4.1531486356943415e-01,4.4256923243696084e-01
3.2300000000000001e-01,4.1562834003927568e-01,4.4306084581726252e-01
3.2400000000000001e-01,4.1593964700607333e-01,4.4355095111543857e-01
3.2500000000000001e-01,4.1624879258708236e-01,4.4403955752019353e-01
3.2600000000000001e-01,4.1655578481099581e-01,4.4452667413683317e-01
3.2700000000000001e-01,4.1686063161932568e-01,4.4501230998826663e-01
3.2800000000000001e-01,4.1716334086790807e-01,4.4549647401599357e-01
3.2900000000000001e-01,4.1746392032801821e-01,4.4597917508107704e-01
3.3000000000000002e-01,4.1776237768692320e-01,4.4646042196510149e-01
3.3100000000000002e-01,4.1805872054826210e-01,4.4694022337111677e-01
3.3200000000000002e-01,4.1835295643276965e-01,4.4741858792456818e-01
3.3300000000000002e-01,4.1864509277953599e-01,4.4789552417421297e-01
3.3400000000000002e-01,4.1893513694743079e-01,4.4837104059302302e-01
3.3500000000000002e-01,4.1922309621616977e-01,4.4884514557907534e-01
3.3600000000000002e-01,4.1950897778682922e-01,4.4931784745642794e-01
3.3700000000000002e-01,4.1979278878213644e-01,4.4978915447598450e-01
3.3800000000000002e-01,4.2007453624707963e-01,4.5025907481634581e-01
3.3900000000000002e-01,4.2035422715004578e-01,4.5072761658464877e-01
3.4000000000000002e-01,4.2063186838417271e-01,4.5119478781739381e-01
3.4100000000000003e-01,4.2090746676837193e-01,4.5166059648126000e-01
3.4200000000000003e-01,4.2118102904781141e-01,4.5212505047390850e-01
3.4300000000000003e-01,4.2145256189413433e-01,4.5258815762477483e-01
3.4399999999999997e-01,4.2172207190595840e-01,4.5304992569584979e-01
3.4499999999999997e-01,4.2198956560990392e-01,4.5351036238244857e-01
3.4599999999999997e-01,4.2225504946186876e-01,4.5396947531397014e-01
3.4699999999999998e-01,4.2251852984802651e-01,4.5442727205464511e-01
3.4799999999999998e-01,4.2278001308527463e-01,4.5488376010427323e-01
3.4899999999999998e-01,4.2303950542139312e-01,4.5533894689895044e-01
3.4999999999999998e-01,4.2329701303544670e-01,4.5579283981178598e-01
3.5099999999999998e-01,4.2355254203870535e-01,4.5624544615360907e-01
3.5199999999999998e-01,4.2380609847584916e-01,4.5669677317366658e-01
3.5299999999999998e-01,4.2405768832593937e-01,4.5714682806030960e-01
3.5399999999999998e-01,4.2430731750284373e-01,4.5759561794167214e-01
3.5499999999999998e-01,4.2455499185534729e-01,4.5804314988633876e-01
3.5599999999999998e-01,4.2480071716745893e-01,4.5848943090400457e-01
3.5699999999999998e-01,4.2504449915923215e-01,4.5893446794612491e-01
3.5799999999999998e-01,4.2528634348790811e-01,4.5937826790655711e-01
3.5899999999999999e-01,4.2552625574885217e-01,4.5982083762219239e-01
3.5999999999999999e-01,4.2576424147597336e-01,4.6026218387358026e-01
3.6099999999999999e-01,4.2600030614178791e-01,4.6070231338554374e-01
3.6199999999999999e-01,4.2623445515764236e-01,4.6114123282778630e-01
3.6299999999999999e-01,4.2646669387443925e-01,4.6157894881549077e-01
3.6399999999999999e-01,4.2669702758371464e-01,4.6201546790991010e-01
3.6499999999999999e-01,4.2692546151855298e-01,4.6245079661895006e-01
3.6599999999999999e-01,4.2715200085399896e-01,4.6288494139774417e-01
3.6699999999999999e-01,4.2737665070707964e-01,4.6331790864922118e-01
3.6799999999999999e-01,4.2759941613695818e-01,4.6374970472466454e-01
3.6899999999999999e-01,4.2782030214556577e-01,4.6418033592426450e-01
3.7000000000000000e-01,4.2803931367861453e-01,4.6460980849766342e-01
3.7100000000000000e-01,4.2825645562649367e-01,4.6503812864449312e-01
3.7200000000000000e-01,4.2847173282467360e-01,4.6546530251490542e-01
3.7300000000000000e-01,4.2868515005370683e-01,4.6589133621009593e-01
3.7400000000000000e-01,4.2889671203930207e-01,4.6631623578282044e-01
3.7500000000000000e-01,4.2910642345287903e-01,4.6674000723790487e-01
3.7600000000000000e-01,4.2931428891251205e-01,4.6716265653274880e-01
3.7700000000000000e-01,4.2952031298381316e-01,4.6758418957782188e-01
3.7800000000000000e-01,4.2972450018032937e-01,4.6800461223715384e-01
3.7900000000000000e-01,4.2992685496352590e-01,4.6842393032881890e-01
3.8000000000000000e-01,4.3012738174279541e-01,4.6884214962541260e-01
3.8100000000000001e-01,4.3032608487593127e-01,4.6925927585452371e-01
3.8200000000000001e-01,4.3052296867001022e-01,4.6967531469919954e-01
3.8300000000000001e-01,4.3071803738225473e-01,4.7009027179840479e-01
3.8400000000000001e-01,4.3091129522043631e-01,4.7050415274747581e-01
3.8500000000000001e-01,4.3110274634283607e-01,4.7091696309856745e-01
